FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/03/2021;ES01;1-;30;13;18;16;90;582;1739;2546;2307;1623;1560;1616;
01/03/2021;ES01;1=;1774;2270;1536;1469;1396;1573;1613;1273;729;461;219;46;
01/03/2021;ES01;2-;33;22;17;24;54;266;725;1343;1473;1124;1286;1370;
01/03/2021;ES01;2=;1295;1397;1256;1215;1265;1370;1160;905;542;424;219;72;
01/03/2021;ES02;1-;109;65;45;50;54;49;130;400;536;519;553;510;
01/03/2021;ES02;1=;512;426;397;399;368;368;387;387;414;434;384;277;
01/03/2021;ES02;2-;136;86;96;41;51;118;509;1165;1112;1063;1044;980;
01/03/2021;ES02;2=;909;1033;930;964;926;901;897;1018;963;781;602;343;
01/03/2021;ES03;1-;102;73;69;54;49;88;354;1698;2596;2487;1817;1644;
01/03/2021;ES03;1=;1512;1503;1684;1632;1577;1560;1440;1233;1057;890;558;271;
01/03/2021;ES03;2-;80;59;58;32;41;58;101;342;934;1098;1116;1282;
01/03/2021;ES03;2=;1340;1436;1625;1541;1083;1232;1247;1108;988;641;450;222;
01/03/2021;ES04;1-;81;57;50;39;45;55;260;908;1136;1130;933;944;
01/03/2021;ES04;1=;948;909;950;991;956;940;971;910;795;549;352;165;
01/03/2021;ES04;2-;54;41;37;34;16;33;96;289;637;582;550;575;
01/03/2021;ES04;2=;652;683;892;786;641;662;724;660;603;397;249;95;
01/03/2021;ES05;1-;447;155;124;121;117;200;499;1114;1932;2100;2090;2225;
01/03/2021;ES05;1=;2556;2807;3371;3396;2587;2897;3195;2949;2532;1754;1325;917;
01/03/2021;ES05;2-;127;79;52;49;61;205;1025;2038;2314;2237;1981;1680;
01/03/2021;ES05;2=;1733;1651;1880;2007;1778;1646;1692;1535;1256;987;611;315;
01/03/2021;ES06;1-;6;9;14;22;50;181;590;605;447;526;527;569;
01/03/2021;ES06;1=;575;546;471;564;522;633;576;492;273;199;68;24;
01/03/2021;ES06;2-;11;8;8;11;33;130;456;914;781;704;703;750;
01/03/2021;ES06;2=;710;823;775;819;773;768;584;490;266;184;91;20;
01/03/2021;ES07;1-;156;73;47;34;42;140;651;1827;2240;1879;1694;1899;
01/03/2021;ES07;1=;2029;2522;3445;3606;2438;2815;3094;2628;2180;1586;1242;534;
01/03/2021;ES07;2-;106;50;46;39;102;557;3045;4312;3633;3333;2403;2240;
01/03/2021;ES07;2=;2083;2373;3244;2596;2332;2225;2264;1940;1611;1316;735;233;
01/03/2021;ES08;1-;162;96;88;77;85;102;206;436;683;861;874;840;
