FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/11/2021;ES60;1-;86;90;63;62;64;70;94;123;221;386;473;470
01/11/2021;ES60;1=;414;365;231;272;335;367;328;235;197;132;59;47
01/11/2021;ES60;2-;96;72;66;53;49;56;61;93;162;242;371;483
01/11/2021;ES60;2=;555;471;285;313;386;453;459;368;290;204;103;61
02/11/2021;ES01;1-;134;65;48;47;162;774;2311;2681;2397;1926;1814;1973
02/11/2021;ES01;1=;2111;2305;1570;1673;1654;1935;2063;1794;1101;648;620;391
02/11/2021;ES01;2-;101;80;78;34;105;346;856;1540;1661;1308;1391;1453
02/11/2021;ES01;2=;1396;1386;1539;1391;1541;1536;1253;1073;789;549;443;264
02/11/2021;ES02;1-;291;116;92;80;89;264;762;1149;1302;1184;1141;1147
02/11/2021;ES02;1=;1111;1096;1026;1022;1068;1135;1122;1024;858;507;391;393
02/11/2021;ES02;2-;213;128;94;129;100;583;1258;1241;1508;1386;1243;1093
02/11/2021;ES02;2=;1108;988;994;1013;1125;1018;1000;943;933;839;656;517
02/11/2021;ES03;1-;179;79;92;72;79;762;2424;2370;2738;2500;1844;1683
02/11/2021;ES03;1=;1537;1535;1647;1653;1575;1776;1673;1665;1242;1109;649;371
02/11/2021;ES03;2-;114;58;61;54;55;74;500;1060;864;1023;1141;1331
02/11/2021;ES03;2=;1485;1532;1607;1625;1194;1411;1634;1593;1297;786;552;312
02/11/2021;ES04;1-;79;80;73;62;55;53;1120;1157;1306;1200;799;794
02/11/2021;ES04;1=;956;901;924;1001;1002;992;1010;1065;988;466;266;232
02/11/2021;ES04;2-;104;63;56;39;43;158;514;869;711;696;658;719
02/11/2021;ES04;2=;782;797;1020;947;819;833;1064;1059;885;387;301;182
02/11/2021;ES05;1-;563;314;306;236;196;620;696;1252;1774;1880;2121;2311
02/11/2021;ES05;1=;2603;2915;3325;3521;3034;3219;3480;3378;3110;2229;1632;1238
02/11/2021;ES05;2-;35;69;75;114;309;1175;2026;2090;2014;1932;1822;2038
02/11/2021;ES05;2=;2076;2008;2013;2098;2155;1937;1997;1774;1588;833;518;283
02/11/2021;ES06;1-;20;22;18;22;51;236;935;1090;921;660;707;702
02/11/2021;ES06;1=;740;846;725;767;877;1023;901;592;407;242;129;74
02/11/2021;ES06;2-;33;16;17;22;35;145;539;1060;831;644;713;725
02/11/2021;ES06;2=;699;883;813;796;881;1067;968;568;376;240;193;80
02/11/2021;ES07;1-;372;199;107;73;80;168;788;1820;2281;1846;1726;1923
02/11/2021;ES07;1=;2140;2475;3580;3798;2887;3098;3779;3592;2690;1876;1342;727
02/11/2021;ES07;2-;297;124;97;87;116;649;3933;4678;3667;3038;2556;2565
02/11/2021;ES07;2=;2305;2563;3215;2865;2537;2597;2757;2326;2068;1630;848;466
02/11/2021;ES08;1-;473;334;222;201;182;193;356;605;808;924;889;877
02/11/2021;ES08;1=;871;911;888;855;915;821;849;871;798;725;690;617
02/11/2021;ES08;2-;458;302;195;152;168;232;346;660;930;892;877;908
02/11/2021;ES08;2=;926;916;1019;947;935;909;885;859;918;763;686;623
02/11/2021;ES09;1-;398;282;180;152;166;412;756;903;1026;829;736;1057
02/11/2021;ES09;1=;952;813;965;858;845;797;880;831;797;703;571;553
02/11/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES10;2-;142;73;70;62;66;177;450;643;632;611;532;563
02/11/2021;ES10;2=;571;627;605;642;617;642;642;578;600;478;341;200
02/11/2021;ES11;1-;801;423;150;103;68;122;715;4664;6378;6129;5385;4464
02/11/2021;ES11;1=;3926;3862;4253;5381;4808;4078;3872;4472;3958;3294;2203;1226
02/11/2021;ES11;2-;944;458;146;131;154;167;280;878;3442;4334;3632;2172
02/11/2021;ES11;2=;2714;3162;3649;3660;5335;4869;4023;4523;3868;3426;2498;1770
02/11/2021;ES12;1-;260;174;125;181;366;1295;1787;1374;1613;1959;1809;1776
02/11/2021;ES12;1=;1597;1295;1785;1790;1563;1227;1265;1690;1666;1264;979;549
02/11/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES13;1-;122;96;69;76;117;475;1238;1625;1628;1459;1503;1496
02/11/2021;ES13;1=;1492;1583;1434;1471;1482;1513;1550;1398;991;670;544;369
02/11/2021;ES13;2-;225;136;120;76;114;457;1340;1846;1810;1790;1756;1838
02/11/2021;ES13;2=;1927;2026;1799;1715;1787;1943;1889;1647;1184;745;690;505
02/11/2021;ES14;1-;24;14;7;12;19;65;212;504;439;356;369;466
02/11/2021;ES14;1=;381;397;333;384;361;335;316;282;207;133;99;74
02/11/2021;ES14;2-;18;14;10;8;19;42;92;259;253;263;313;318
02/11/2021;ES14;2=;342;370;255;287;303;331;312;239;159;116;81;49
02/11/2021;ES15;1-;30;32;23;23;45;236;1027;1224;912;806;718;705
02/11/2021;ES15;1=;806;965;879;849;838;921;987;641;437;239;190;93
02/11/2021;ES15;2-;27;25;8;13;43;168;749;1069;997;804;808;695
02/11/2021;ES15;2=;757;926;836;805;901;869;699;592;402;200;130;42
02/11/2021;ES16;1-;124;82;66;61;83;316;1167;1507;1337;1384;1450;1525
02/11/2021;ES16;1=;1531;1600;1568;1553;1604;1578;1623;1453;978;697;573;397
02/11/2021;ES16;2-;84;84;58;65;117;524;1558;1589;1562;1465;1518;1494
02/11/2021;ES16;2=;1381;1330;1283;1337;1437;1470;1265;1160;789;496;364;293
02/11/2021;ES17;1-;209;138;91;131;294;1552;2953;3322;2964;2877;2834;2675
02/11/2021;ES17;1=;2648;2737;2670;2626;2776;2687;2575;2266;1795;1134;748;417
02/11/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES18;1-;70;27;20;25;25;294;1368;1489;1238;844;828;705
02/11/2021;ES18;1=;640;613;644;702;676;674;516;421;301;175;149;90
02/11/2021;ES18;2-;79;53;22;24;24;80;285;584;649;739;808;819
02/11/2021;ES18;2=;897;1191;962;773;927;1232;1243;925;566;329;257;168
02/11/2021;ES19;1-;117;73;71;75;89;228;572;976;1112;959;1020;982
02/11/2021;ES19;1=;991;1000;902;979;1030;1209;1101;791;554;347;289;212
02/11/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES20;1-;2971;1580;774;504;460;520;1293;4502;8722;9833;8842;8007
02/11/2021;ES20;1=;8662;9710;9999;9999;9999;9999;9999;9999;9999;9744;7426;5254
02/11/2021;ES20;2-;2970;1408;640;400;425;735;2772;9999;7773;8080;9999;9567
02/11/2021;ES20;2=;9398;9856;9999;9999;9999;9999;9999;9999;9337;8115;6763;4047
02/11/2021;ES21;1-;41;37;18;27;48;198;808;1374;1029;844;960;997
02/11/2021;ES21;1=;960;1175;912;1033;1053;1140;1146;969;564;342;210;132
02/11/2021;ES21;2-;40;22;21;36;69;293;1042;1959;1875;1391;1407;1403
02/11/2021;ES21;2=;1349;1537;1388;1423;1613;1931;1645;1036;636;318;206;100
02/11/2021;ES22;1-;136;74;83;94;90;484;1365;1459;1789;1362;1108;1096
02/11/2021;ES22;1=;1119;1071;1116;1018;1002;1018;1026;1023;965;721;507;342
02/11/2021;ES22;2-;212;156;116;95;91;307;782;609;991;1113;1089;1205
02/11/2021;ES22;2=;1212;1224;1336;1477;1198;1346;1467;1531;1296;985;694;527
02/11/2021;ES23;1-;285;310;224;190;368;1476;3419;3738;3797;3697;3112;2757
02/11/2021;ES23;1=;2522;2513;2398;2157;2289;2194;1818;2133;1913;1512;1062;861
02/11/2021;ES23;2-;625;548;359;291;251;676;1230;1097;1517;1673;1862;2184
02/11/2021;ES23;2=;2450;2728;3008;2988;2697;2785;2995;2948;2615;2054;1480;1207
02/11/2021;ES24;1-;106;70;37;32;51;58;83;181;657;735;775;852
02/11/2021;ES24;1=;929;962;595;832;897;994;1002;932;760;314;202;301
02/11/2021;ES24;2-;75;69;46;33;40;305;1150;1231;1095;847;785;770
02/11/2021;ES24;2=;704;687;647;761;743;712;681;600;477;224;246;197
02/11/2021;ES25;1-;109;80;61;53;44;113;166;236;271;202;195;184
02/11/2021;ES25;1=;186;206;188;191;177;194;170;205;207;160;115;120
02/11/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/11/2021;ES26;1-;163;90;76;66;72;70;235;278;283;299;401;431
02/11/2021;ES26;1=;379;358;335;335;346;360;352;324;333;272;189;191
02/11/2021;ES26;2-;94;67;77;73;63;115;98;170;274;337;415;456
02/11/2021;ES26;2=;444;389;401;413;419;364;372;324;386;346;266;254
