FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/07/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES26;1-;170;114;108;83;66;65;75;148;245;309;337;384
01/07/2021;ES26;1=;374;378;338;351;293;310;346;309;329;318;232;232
01/07/2021;ES26;2-;231;146;101;78;68;62;70;174;272;349;394;413
01/07/2021;ES26;2=;441;428;392;407;396;377;386;384;384;378;304;305
01/07/2021;ES27;1-;1000;738;386;380;227;301;521;1076;1662;1835;1769;1675
01/07/2021;ES27;1=;1766;1924;1902;1580;1582;1738;1949;1779;1797;1590;1312;1138
01/07/2021;ES27;2-;409;272;247;183;234;354;658;885;998;1045;1115;1161
01/07/2021;ES27;2=;1227;1439;1301;1077;1201;1132;1116;1105;1029;776;775;683
01/07/2021;ES28;1-;94;73;49;56;73;262;487;686;721;658;708;769
01/07/2021;ES28;1=;931;1266;966;739;821;919;863;803;517;384;326;228
01/07/2021;ES28;2-;97;64;40;46;109;395;1032;1491;1376;1000;937;889
01/07/2021;ES28;2=;950;977;893;851;1052;1092;944;797;573;434;328;246
01/07/2021;ES29;1-;870;501;308;269;242;325;1106;1936;2388;2175;2100;2066
01/07/2021;ES29;1=;1973;2123;2241;2037;2110;2065;1961;2007;1956;1533;1219;1147
01/07/2021;ES29;2-;794;414;222;206;174;262;835;1505;1940;2250;2137;2068
01/07/2021;ES29;2=;2145;2218;2264;2217;2073;2234;2161;2169;2195;1807;1448;1095
01/07/2021;ES30;1-;202;114;89;65;54;59;94;198;319;396;383;434
01/07/2021;ES30;1=;488;447;459;426;370;451;482;538;446;338;255;212
01/07/2021;ES30;2-;268;172;91;106;72;109;194;481;839;902;839;816
01/07/2021;ES30;2=;772;756;721;696;685;691;745;800;688;626;473;399
01/07/2021;ES31;1-;103;56;39;28;33;31;51;138;216;276;302;692
01/07/2021;ES31;1=;529;365;464;330;255;286;305;345;340;252;163;108
01/07/2021;ES31;2-;72;62;43;23;16;32;54;194;458;479;300;318
01/07/2021;ES31;2=;290;286;309;259;256;277;298;232;263;206;142;76
01/07/2021;ES32;1-;218;135;89;75;68;75;188;406;654;685;632;648
01/07/2021;ES32;1=;661;574;560;572;560;547;552;600;586;472;382;303
01/07/2021;ES32;2-;211;125;71;59;40;54;108;181;255;336;367;444
01/07/2021;ES32;2=;490;499;455;399;380;407;406;423;428;366;304;259
01/07/2021;ES33;1-;348;172;89;67;87;128;550;1669;2216;2043;1559;1447
01/07/2021;ES33;1=;1472;1594;1775;1455;1305;1374;1494;1389;1476;1238;688;507
01/07/2021;ES33;2-;262;99;63;50;42;59;167;598;971;928;675;748
01/07/2021;ES33;2=;813;908;1352;1493;1042;1058;1206;1290;962;712;473;324
01/07/2021;ES34;1-;108;98;72;48;57;72;89;190;343;453;530;405
01/07/2021;ES34;1=;368;337;270;245;275;241;276;261;241;219;156;158
01/07/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES36;1-;405;164;170;109;105;397;1210;1854;1936;1655;1622;1853
01/07/2021;ES36;1=;1906;2082;1755;1570;1694;1855;1894;1730;1389;982;1033;912
01/07/2021;ES36;2-;233;151;118;63;145;504;1670;2498;2351;2276;2274;2159
01/07/2021;ES36;2=;2154;1995;2336;2163;2149;2278;2183;2049;1388;857;755;564
01/07/2021;ES37;1-;266;110;131;86;103;353;1033;1657;1537;1428;1598;1722
01/07/2021;ES37;1=;1885;2125;1901;1752;1798;1970;1781;1765;1126;684;633;554
01/07/2021;ES37;2-;144;82;69;74;171;687;1776;2485;2481;2139;1955;1945
01/07/2021;ES37;2=;1957;2169;1911;1786;1839;1986;1896;1762;1270;664;527;388
01/07/2021;ES38;1-;200;58;0;18;13;31;115;283;588;507;506;494
01/07/2021;ES38;1=;549;581;695;651;527;571;606;585;527;401;261;275
01/07/2021;ES38;2-;83;33;41;12;10;48;160;549;679;616;447;475
01/07/2021;ES38;2=;450;449;507;393;444;451;487;425;404;335;171;122
01/07/2021;ES39;1-;847;0;135;52;32;41;109;601;2075;2425;1887;1678
01/07/2021;ES39;1=;1860;1843;2208;2518;2530;2223;2488;2525;2231;2045;1423;985
01/07/2021;ES39;2-;1023;0;182;79;66;66;198;1019;2671;3226;2636;1913
01/07/2021;ES39;2=;1780;1768;1994;2366;2020;1746;1759;1943;1880;1737;1329;865
01/07/2021;ES40;1-;162;78;70;71;131;323;779;987;942;846;963;927
01/07/2021;ES40;1=;929;976;920;955;963;975;924;884;708;428;416;360
01/07/2021;ES40;2-;203;150;72;68;139;494;1261;1500;1372;1293;1453;1385
01/07/2021;ES40;2=;1572;1899;1812;1546;1652;1713;1820;1480;1133;781;613;465
01/07/2021;ES41;1-;210;109;92;67;153;438;840;1093;1002;953;1021;1107
01/07/2021;ES41;1=;1005;1102;965;880;970;1103;1038;957;746;607;464;391
01/07/2021;ES41;2-;148;78;65;64;114;221;590;929;1101;926;999;995
