FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/06/2022;ES16;2=;1497;1405;1404;1348;1394;1516;1412;1345;919;586;427;358;
01/06/2022;ES17;1-;350;188;152;146;304;1453;3015;3155;3003;2726;2461;2543;
01/06/2022;ES17;1=;2616;2669;2367;2536;2792;2764;2755;2564;2013;1363;1103;712;
01/06/2022;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES18;1-;67;32;22;15;31;252;1211;1401;1314;1161;1012;996;
01/06/2022;ES18;1=;726;740;620;587;659;805;680;601;401;240;212;177;
01/06/2022;ES18;2-;94;53;24;25;37;94;252;521;644;838;911;889;
01/06/2022;ES18;2=;1021;1687;1080;844;1012;1199;1166;972;700;445;350;263;
01/06/2022;ES19;1-;158;103;81;60;99;226;536;853;928;923;896;1026;
01/06/2022;ES19;1=;964;971;895;869;950;1063;922;759;590;380;380;301;
01/06/2022;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES20;1-;3609;2463;1016;676;549;633;1384;4557;8426;9445;8770;7965;
01/06/2022;ES20;1=;8726;9244;9999;9999;9999;9999;9999;9999;9999;9914;7840;6769;
01/06/2022;ES20;2-;3236;1710;882;583;529;920;2812;9999;9194;7566;8276;9869;
01/06/2022;ES20;2=;9940;9997;9999;9999;9999;9576;9999;9999;9783;8812;6985;4905;
01/06/2022;ES21;1-;84;38;31;21;43;155;741;1425;1100;828;899;952;
01/06/2022;ES21;1=;1066;1163;893;919;903;1006;1132;965;708;405;303;255;
01/06/2022;ES21;2-;104;64;25;40;80;278;1045;1942;1926;1541;1502;1368;
01/06/2022;ES21;2=;1442;1552;1441;1467;1570;1712;1699;1755;1021;1264;758;421;
01/06/2022;ES22;1-;291;184;98;111;99;151;533;1303;1797;1607;1120;1016;
01/06/2022;ES22;1=;927;1152;1271;1081;1058;1078;1178;1108;976;730;588;477;
01/06/2022;ES22;2-;535;260;169;145;104;118;317;659;981;1038;1145;1221;
01/06/2022;ES22;2=;1373;1523;1420;1454;1178;1202;1306;1323;1210;1054;765;610;
01/06/2022;ES23;1-;688;451;347;277;211;398;1385;3525;3694;3313;483;143;
01/06/2022;ES23;1=;1145;2416;1512;1838;2174;2349;2325;2124;2068;1553;1186;953;
01/06/2022;ES23;2-;1203;785;549;447;336;387;721;1098;1589;1775;1085;1378;
01/06/2022;ES23;2=;1993;1319;631;2919;2722;2843;2972;2901;2504;2109;1764;1558;
01/06/2022;ES24;1-;185;122;78;77;62;61;116;212;451;556;476;580;
01/06/2022;ES24;1=;684;786;937;802;615;647;777;751;599;453;366;303;
01/06/2022;ES24;2-;144;96;97;67;62;70;139;599;1020;918;773;833;
01/06/2022;ES24;2=;896;778;644;559;519;540;546;514;461;351;260;226;
01/06/2022;ES25;1-;90;105;74;68;51;64;63;141;159;177;197;226;
01/06/2022;ES25;1=;169;201;176;172;176;200;156;164;178;170;145;129;
01/06/2022;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES26;1-;145;140;91;54;71;59;87;141;219;256;318;320;
01/06/2022;ES26;1=;337;301;335;321;286;278;270;254;259;277;224;198;
01/06/2022;ES26;2-;168;134;74;49;57;64;84;205;282;337;334;322;
01/06/2022;ES26;2=;368;387;355;375;341;346;337;301;305;281;254;243;
01/06/2022;ES27;1-;932;672;396;370;275;447;618;1440;1977;2218;890;1387;
01/06/2022;ES27;1=;2003;1642;798;1966;2085;2118;2068;2278;2063;1838;1507;1228;
01/06/2022;ES27;2-;364;234;195;209;289;493;813;1124;1110;489;724;1290;
01/06/2022;ES27;2=;1539;1314;1268;1238;1284;1484;1409;1175;996;902;804;673;
01/06/2022;ES28;1-;96;43;28;43;75;256;491;760;752;809;944;991;
01/06/2022;ES28;1=;859;1002;865;764;1006;1092;981;748;516;390;325;211;
01/06/2022;ES28;2-;97;63;41;44;133;500;1566;1745;1593;1142;927;844;
01/06/2022;ES28;2=;880;998;865;898;987;1016;929;810;560;426;313;168;
01/06/2022;ES29;1-;790;429;281;237;248;404;1414;2258;2661;2316;2043;1950;
01/06/2022;ES29;1=;2122;1978;2132;2075;2159;2154;2306;2171;1889;1515;1281;1154;
01/06/2022;ES29;2-;820;383;238;173;153;298;994;1845;2268;2297;2000;2178;
01/06/2022;ES29;2=;1922;2153;2292;1968;2048;2244;2186;2302;2172;1882;1474;1257;
01/06/2022;ES30;1-;161;84;70;55;70;55;94;209;389;459;441;445;
01/06/2022;ES30;1=;554;496;521;472;371;454;483;468;385;341;231;198;
01/06/2022;ES30;2-;247;172;118;75;82;110;230;689;1346;1149;833;921;
01/06/2022;ES30;2=;982;728;721;676;687;722;793;761;732;540;441;373;
01/06/2022;ES31;1-;77;44;28;29;16;36;70;153;286;301;244;260;
01/06/2022;ES31;1=;284;345;486;352;250;319;324;343;303;260;173;93;
01/06/2022;ES31;2-;44;47;21;39;24;32;75;240;570;599;352;271;
01/06/2022;ES31;2=;276;247;274;287;282;289;312;275;234;176;125;71;
01/06/2022;ES32;1-;113;67;33;37;42;64;204;558;796;771;676;695;
01/06/2022;ES32;1=;646;617;602;595;596;632;614;611;555;470;322;260;
01/06/2022;ES32;2-;188;117;74;49;50;48;109;184;274;325;339;415;
01/06/2022;ES32;2=;471;450;497;435;407;404;415;420;386;315;277;242;
01/06/2022;ES33;1-;264;135;83;54;73;181;642;1847;2158;1965;1756;1423;
01/06/2022;ES33;1=;1498;1622;1928;1570;1479;1647;1879;1696;1509;1230;690;433;
01/06/2022;ES33;2-;179;86;63;47;38;66;192;663;1060;1044;755;717;
01/06/2022;ES33;2=;697;894;1176;1211;952;1013;1288;1223;933;732;484;274;
01/06/2022;ES34;1-;137;96;81;64;68;61;113;264;460;524;535;463;
01/06/2022;ES34;1=;402;380;334;285;305;323;324;253;225;218;205;141;
01/06/2022;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES36;1-;322;164;112;99;148;430;1421;2383;2051;1370;1536;1652;
01/06/2022;ES36;1=;1841;2023;1640;1580;1806;1744;1853;1693;1176;1005;916;761;
01/06/2022;ES36;2-;158;84;69;81;158;468;1571;2008;2357;1854;1795;1773;
01/06/2022;ES36;2=;1772;1832;1610;1652;1979;2116;2046;1459;950;628;588;404;
01/06/2022;ES37;1-;151;108;75;82;133;369;1217;2191;1773;1422;1536;1742;
01/06/2022;ES37;1=;1853;2164;1949;1868;1990;2160;1995;1676;1066;755;598;483;
01/06/2022;ES37;2-;137;83;49;78;197;803;1883;2686;2546;2197;2012;1961;
01/06/2022;ES37;2=;2049;2205;1967;2018;2038;2274;2185;1636;1159;733;510;371;
01/06/2022;ES38;1-;86;23;24;6;9;24;120;368;831;605;482;521;
01/06/2022;ES38;1=;532;636;705;624;528;717;761;682;551;342;240;158;
01/06/2022;ES38;2-;57;11;9;7;13;52;242;687;932;611;443;416;
01/06/2022;ES38;2=;434;470;540;409;452;463;460;447;414;270;158;118;
01/06/2022;ES39;1-;983;0;115;57;43;47;132;640;2052;2608;1845;1357;
01/06/2022;ES39;1=;1494;1604;1807;2230;2289;2219;2513;2506;2189;1687;1213;936;
01/06/2022;ES39;2-;816;0;106;55;41;63;162;1318;3284;3671;3042;1758;
01/06/2022;ES39;2=;1537;1502;1720;2371;1912;1715;1974;2087;1876;1508;1170;737;
01/06/2022;ES40;1-;205;172;85;157;255;599;1630;2164;1878;1745;1726;1794;
01/06/2022;ES40;1=;1794;2074;1942;1807;1928;1931;1774;1693;1299;895;812;609;
01/06/2022;ES40;2-;161;86;50;59;163;522;1521;1726;1632;1445;1477;1431;
01/06/2022;ES40;2=;1532;1897;1610;1534;1677;1873;1743;1574;1242;846;655;434;
01/06/2022;ES41;1-;153;122;81;78;162;456;1026;1424;1116;926;1031;1022;
01/06/2022;ES41;1=;1078;1074;904;883;878;934;1395;1046;727;530;448;325;
01/06/2022;ES41;2-;115;98;51;78;118;262;597;895;1070;953;952;986;
01/06/2022;ES41;2=;1036;1048;1048;967;1124;1158;1084;887;625;481;374;266;
01/06/2022;ES42;1-;102;71;80;172;103;242;620;1081;886;726;757;1043;
01/06/2022;ES42;1=;986;1024;791;812;848;834;958;877;717;498;302;353;
01/06/2022;ES42;2-;70;41;17;26;40;190;528;940;1067;853;752;711;
01/06/2022;ES42;2=;702;791;683;707;818;829;894;647;448;281;275;206;
01/06/2022;ES43;1-;143;40;74;42;38;122;375;831;1079;940;648;672;
01/06/2022;ES43;1=;279;238;289;230;219;284;249;407;553;449;316;215;
01/06/2022;ES43;2-;155;56;50;23;44;43;127;360;512;501;415;471;
01/06/2022;ES43;2=;559;540;656;594;500;630;648;620;599;425;337;292;
01/06/2022;ES44;1-;326;196;117;115;225;579;1081;1681;1868;1666;1652;1849;
01/06/2022;ES44;1=;1953;1908;1971;1982;2119;2088;2175;1927;1423;998;705;604;
01/06/2022;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES45;1-;337;191;134;101;168;777;2130;2482;2235;2083;1947;2075;
01/06/2022;ES45;1=;2006;2037;1747;1835;1786;1801;1730;1622;1287;1004;912;730;
01/06/2022;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/06/2022;ES46;1-;115;77;80;97;214;507;841;826;865;804;783;846;
01/06/2022;ES46;1=;901;989;853;765;942;1071;983;888;653;482;300;191;
01/06/2022;ES46;2-;118;86;60;59;136;331;676;937;968;822;835;830;
01/06/2022;ES46;2=;882;854;839;921;860;955;916;790;656;551;353;227;
01/06/2022;ES47;1-;164;94;82;80;128;348;572;788;692;705;656;784;
01/06/2022;ES47;1=;708;740;818;864;774;813;911;781;623;520;389;300;
01/06/2022;ES47;2-;154;112;93;81;164;330;602;690;800;755;746;837;
01/06/2022;ES47;2=;775;789;794;766;821;760;911;870;629;493;319;264;
01/06/2022;ES48;1-;96;69;38;42;154;1317;2597;2598;2001;1322;1122;1065;
01/06/2022;ES48;1=;1101;1165;1151;997;1114;1241;1311;1128;744;612;324;216;
01/06/2022;ES48;2-;105;71;68;64;153;372;628;795;796;760;934;943;
01/06/2022;ES48;2=;1168;1850;1534;1248;1669;2005;1549;1154;766;617;310;239;
01/06/2022;ES49;1-;69;41;25;21;56;312;1061;1259;1052;807;893;742;
01/06/2022;ES49;1=;687;726;623;596;665;702;570;576;480;331;252;177;
01/06/2022;ES49;2-;75;52;37;34;22;44;85;200;398;520;509;469;
