FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/02/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES26;1-;48;41;38;27;35;39;83;157;237;305;350;333
01/02/2021;ES26;1=;344;327;339;287;272;296;288;189;293;234;182;68
01/02/2021;ES26;2-;35;38;26;23;22;29;72;163;244;321;373;315
01/02/2021;ES26;2=;364;343;347;318;292;291;310;293;320;315;213;80
01/02/2021;ES27;1-;179;150;125;115;110;179;370;904;1641;1812;1732;1577
01/02/2021;ES27;1=;1525;1502;1581;1471;1404;1479;1556;1399;1303;1072;618;322
01/02/2021;ES27;2-;45;54;41;47;102;236;524;747;781;821;944;913
01/02/2021;ES27;2=;1007;1157;950;828;840;914;852;713;646;289;145;60
01/02/2021;ES28;1-;16;16;10;18;42;236;496;793;722;662;684;788
01/02/2021;ES28;1=;958;1175;756;635;779;727;676;534;398;141;75;30
01/02/2021;ES28;2-;32;17;16;25;97;359;950;1306;1197;774;740;739
01/02/2021;ES28;2=;831;962;784;774;726;746;590;457;351;139;62;50
01/02/2021;ES29;1-;207;214;140;256;172;306;786;1728;2355;2286;1954;1471
01/02/2021;ES29;1=;1437;1651;1705;1725;1631;1733;1771;1704;1475;1174;647;520
01/02/2021;ES29;2-;159;116;79;68;89;152;571;1257;1919;2027;1706;1691
01/02/2021;ES29;2=;1662;1713;2008;1847;1561;1710;1684;1755;1428;1182;703;306
01/02/2021;ES30;1-;58;34;37;42;26;51;88;194;433;455;391;440
01/02/2021;ES30;1=;407;461;499;418;392;461;428;394;344;317;179;99
01/02/2021;ES30;2-;75;46;50;33;42;74;203;495;1022;908;783;737
01/02/2021;ES30;2=;734;749;782;741;794;778;749;755;597;533;237;113
01/02/2021;ES31;1-;30;7;4;8;16;33;44;153;274;326;282;332
01/02/2021;ES31;1=;293;351;491;347;275;317;338;300;295;251;104;35
01/02/2021;ES31;2-;14;12;12;4;12;45;75;209;522;553;313;314
01/02/2021;ES31;2=;303;236;261;319;309;288;306;261;161;132;58;35
01/02/2021;ES32;1-;46;63;32;27;44;45;172;394;619;655;550;580
01/02/2021;ES32;1=;571;562;518;536;521;518;464;498;398;353;144;74
01/02/2021;ES32;2-;39;38;31;34;35;47;79;191;315;343;308;347
01/02/2021;ES32;2=;348;369;412;348;320;340;323;304;288;231;134;68
01/02/2021;ES33;1-;71;31;30;29;56;102;450;1437;2191;2021;1332;1281
01/02/2021;ES33;1=;1177;1241;1614;1380;1154;1257;1312;1160;1027;812;339;108
01/02/2021;ES33;2-;45;21;25;10;23;51;154;547;939;807;542;626
01/02/2021;ES33;2=;611;687;1090;1087;759;717;874;836;623;535;168;68
01/02/2021;ES34;1-;47;34;36;18;44;61;98;242;495;566;545;413
01/02/2021;ES34;1=;348;356;303;254;287;283;293;269;212;171;86;46
01/02/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES36;1-;20;24;20;28;72;377;1206;2096;1884;1429;1612;1597
01/02/2021;ES36;1=;1773;2089;1727;1529;1559;1770;1754;1496;1128;315;140;54
01/02/2021;ES36;2-;22;30;14;22;84;469;1523;2318;2155;1715;1718;1615
01/02/2021;ES36;2=;1598;1824;1811;1727;1686;1744;1392;981;827;245;94;40
01/02/2021;ES37;1-;27;24;10;15;63;304;931;1689;1490;1197;1353;1366
01/02/2021;ES37;1=;1535;1940;1544;1543;1737;1729;1540;1226;867;285;97;42
01/02/2021;ES37;2-;14;13;12;41;146;697;1694;2501;2309;1750;1574;1552
01/02/2021;ES37;2=;1527;1669;1599;1858;1592;1560;1319;886;696;219;68;20
01/02/2021;ES38;1-;4;3;3;3;2;5;21;126;393;267;180;208
01/02/2021;ES38;1=;234;238;363;300;269;303;291;297;227;120;44;7
01/02/2021;ES38;2-;7;7;7;6;8;33;156;471;800;521;407;429
01/02/2021;ES38;2=;442;474;550;434;540;493;506;419;283;224;67;25
01/02/2021;ES39;1-;208;31;13;12;14;41;129;911;2046;2516;1886;1262
01/02/2021;ES39;1=;1189;1137;1351;1936;1699;1368;1424;1365;1173;1011;808;242
01/02/2021;ES39;2-;250;0;22;23;7;45;94;479;1560;2088;1521;1288
01/02/2021;ES39;2=;1276;1337;1557;2203;2025;1613;1805;1879;1480;1248;959;341
01/02/2021;ES40;1-;26;18;31;26;77;249;712;985;899;794;855;1009
01/02/2021;ES40;1=;887;882;869;791;844;878;796;630;518;196;85;33
01/02/2021;ES40;2-;29;17;14;32;112;503;1152;1465;1428;1243;1221;1250
01/02/2021;ES40;2=;1338;1637;1371;1260;1338;1348;1333;1091;873;252;90;38
01/02/2021;ES41;1-;47;29;28;36;117;403;876;1217;1106;950;993;1051
01/02/2021;ES41;1=;1086;1086;899;929;965;955;963;767;719;277;95;55
01/02/2021;ES41;2-;19;14;26;38;89;219;545;991;1171;834;869;873
01/02/2021;ES41;2=;937;1012;969;865;991;995;799;627;571;196;89;39
01/02/2021;ES42;1-;154;316;164;65;193;196;442;962;822;901;729;676
01/02/2021;ES42;1=;813;925;652;674;663;775;868;759;417;410;62;11
01/02/2021;ES42;2-;14;17;3;9;28;207;468;987;1015;748;680;710
01/02/2021;ES42;2=;687;842;682;700;738;727;692;487;387;115;45;20
01/02/2021;ES43;1-;30;28;22;15;36;93;311;813;1007;851;635;651
01/02/2021;ES43;1=;616;555;587;549;641;578;529;490;451;372;127;56
01/02/2021;ES43;2-;52;25;29;13;29;24;107;298;486;509;452;470
01/02/2021;ES43;2=;545;588;642;550;518;557;469;521;516;460;228;98
01/02/2021;ES44;1-;47;32;30;48;71;364;857;1674;1984;1863;1836;1780
01/02/2021;ES44;1=;1891;2041;1621;1614;1793;1809;1540;1334;894;341;133;82
01/02/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES45;1-;38;26;29;41;88;449;1332;2014;1837;1653;1705;1812
01/02/2021;ES45;1=;1838;1825;1676;1811;1748;1750;1589;1324;945;298;97;46
01/02/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/02/2021;ES46;1-;23;37;26;54;144;526;1021;1288;1101;961;965;925
01/02/2021;ES46;1=;1162;1253;824;878;780;863;765;698;604;218;94;43
01/02/2021;ES46;2-;18;26;23;30;87;264;567;916;842;692;791;766
01/02/2021;ES46;2=;783;803;811;821;772;931;762;604;512;287;101;44
01/02/2021;ES47;1-;64;38;29;28;36;61;222;613;763;850;828;844
01/02/2021;ES47;1=;877;904;880;879;933;959;881;900;791;678;424;170
01/02/2021;ES47;2-;77;45;25;22;38;67;248;458;563;584;614;636
01/02/2021;ES47;2=;624;666;678;619;650;642;659;700;606;617;261;128
01/02/2021;ES48;1-;17;21;15;17;115;732;1593;1793;1301;857;936;828
01/02/2021;ES48;1=;836;1040;928;885;864;889;727;575;473;232;68;37
01/02/2021;ES48;2-;19;24;21;32;87;317;578;757;785;704;773;812
01/02/2021;ES48;2=;932;1350;1194;1012;1043;1128;910;688;549;255;79;37
01/02/2021;ES49;1-;23;19;12;25;62;269;1107;1118;854;733;686;797
01/02/2021;ES49;1=;731;788;707;756;709;693;609;469;403;127;48;24
01/02/2021;ES49;2-;44;27;20;16;20;39;62;182;390;496;445;391
01/02/2021;ES49;2=;422;422;478;507;444;523;490;419;324;287;103;37
01/02/2021;ES50;1-;33;31;26;15;10;12;55;121;267;288;348;343
01/02/2021;ES50;1=;348;352;360;310;278;310;332;338;262;239;106;35
01/02/2021;ES50;2-;468;531;669;374;178;79;70;599;803;806;858;564
01/02/2021;ES50;2=;858;796;616;700;794;448;454;560;457;562;537;248
01/02/2021;ES51;1-;37;38;38;28;34;29;94;253;438;689;512;501
01/02/2021;ES51;1=;536;514;495;452;442;567;482;418;371;255;138;69
01/02/2021;ES51;2-;12;25;34;7;12;41;66;219;455;464;295;367
01/02/2021;ES51;2=;352;404;430;310;302;335;357;334;289;186;75;43
01/02/2021;ES52;1-;37;11;16;30;14;27;64;251;801;831;460;511
01/02/2021;ES52;1=;456;539;697;643;549;664;654;537;438;351;123;58
01/02/2021;ES52;2-;12;23;16;16;19;38;80;246;505;451;311;288
01/02/2021;ES52;2=;306;362;689;460;418;379;393;311;246;221;76;39
01/02/2021;ES53;1-;52;20;15;9;11;32;85;150;176;211;258;245
01/02/2021;ES53;1=;283;292;309;221;256;301;283;338;263;213;149;83
01/02/2021;ES53;2-;40;21;25;21;30;82;213;425;457;472;422;466
01/02/2021;ES53;2=;451;482;407;433;444;453;464;461;420;348;128;59
01/02/2021;ES54;1-;15;11;12;11;12;42;104;239;288;283;247;254
01/02/2021;ES54;1=;271;257;269;265;256;273;271;288;236;165;60;26
01/02/2021;ES54;2-;41;19;16;16;10;22;70;178;348;347;326;327
01/02/2021;ES54;2=;301;353;394;378;327;359;365;412;325;283;124;54
01/02/2021;ES55;1-;11;5;2;5;10;18;101;169;288;347;282;280
01/02/2021;ES55;1=;293;289;296;289;255;349;339;316;223;184;75;38
01/02/2021;ES55;2-;16;5;7;3;8;32;98;178;196;280;228;216
01/02/2021;ES55;2=;237;249;250;231;210;248;282;247;190;148;67;26
01/02/2021;ES56;1-;7;4;2;12;33;99;338;543;410;279;316;346
01/02/2021;ES56;1=;370;494;539;407;390;469;382;240;194;59;31;16
01/02/2021;ES56;2-;37;29;5;9;53;197;716;865;602;324;415;342
01/02/2021;ES56;2=;413;601;446;457;422;454;365;338;273;96;26;11
01/02/2021;ES57;1-;9;12;8;15;47;158;415;755;763;439;517;484
01/02/2021;ES57;1=;551;735;630;712;731;606;499;433;368;105;31;15
01/02/2021;ES57;2-;12;6;7;13;39;137;437;972;720;525;485;484
01/02/2021;ES57;2=;547;711;692;661;570;603;521;362;222;76;25;18
01/02/2021;ES58;1-;8;10;6;5;26;104;230;493;351;310;319;291
01/02/2021;ES58;1=;341;381;332;435;369;401;339;257;209;66;39;16
01/02/2021;ES58;2-;3;9;3;7;20;62;146;268;319;190;207;255
01/02/2021;ES58;2=;255;276;206;245;378;292;251;193;130;37;22;9
01/02/2021;ES59;1-;7;12;4;12;21;112;167;209;229;257;248;252
01/02/2021;ES59;1=;241;257;260;244;311;287;279;226;162;84;41;18
01/02/2021;ES59;2-;5;8;5;13;31;123;172;205;182;197;193;164
01/02/2021;ES59;2=;175;171;175;172;172;218;185;143;104;47;25;7
01/02/2021;ES60;1-;20;7;11;24;43;160;571;897;730;548;549;550
01/02/2021;ES60;1=;484;507;456;535;580;478;390;274;205;56;27;10
01/02/2021;ES60;2-;4;15;9;16;29;85;247;654;603;438;470;561
01/02/2021;ES60;2=;602;719;624;593;636;595;572;498;335;122;41;22
02/02/2021;ES01;1-;26;13;15;19;81;566;1711;2431;2202;1594;1603;1714
02/02/2021;ES01;1=;1778;2178;1487;1372;1389;1523;1579;1239;905;247;107;34
02/02/2021;ES01;2-;12;21;18;23;43;260;664;1229;1423;1077;1166;1274
02/02/2021;ES01;2=;1321;1367;1247;1190;1188;1363;1133;794;678;234;109;47
02/02/2021;ES02;1-;82;51;55;55;46;75;139;470;865;944;897;920
02/02/2021;ES02;1=;809;797;617;639;643;748;635;551;760;668;391;152
02/02/2021;ES02;2-;271;127;94;67;62;142;514;1160;1316;992;948;957
02/02/2021;ES02;2=;1006;600;930;1006;989;966;932;1192;891;1025;847;443
02/02/2021;ES03;1-;106;68;46;70;64;101;360;1642;2373;2092;1586;1497
02/02/2021;ES03;1=;1424;1358;1571;1533;1407;1495;1370;1238;969;1019;427;184
02/02/2021;ES03;2-;58;45;62;38;39;46;108;341;819;1024;1119;1186
02/02/2021;ES03;2=;1371;1284;1488;1337;956;1075;1177;1171;879;743;359;131
02/02/2021;ES04;1-;51;43;47;35;41;61;256;879;1061;1062;916;861
02/02/2021;ES04;1=;838;816;880;921;885;943;924;808;778;613;229;93
02/02/2021;ES04;2-;41;54;28;24;29;42;98;304;616;567;533;573
02/02/2021;ES04;2=;568;666;827;803;603;573;676;705;596;488;161;56
02/02/2021;ES05;1-;209;158;118;130;118;182;436;1068;1750;2042;1904;2123
02/02/2021;ES05;1=;2357;2730;3197;3227;2575;2804;3062;2906;2467;2211;1235;510
02/02/2021;ES05;2-;117;77;59;69;76;208;995;2176;2365;2315;2031;1699
02/02/2021;ES05;2=;1681;1689;1832;1878;1678;1702;1627;1436;1158;1113;461;179
02/02/2021;ES06;1-;15;11;15;18;51;181;603;865;774;660;657;685
02/02/2021;ES06;1=;728;791;647;711;717;723;654;484;349;97;38;22
02/02/2021;ES06;2-;16;11;7;6;29;124;445;895;789;636;710;663
02/02/2021;ES06;2=;739;775;741;790;869;705;663;485;334;114;36;23
02/02/2021;ES07;1-;122;65;64;34;38;119;656;1687;2126;1834;1587;1735
02/02/2021;ES07;1=;1915;1823;2218;3429;2300;2669;3092;2560;2177;1926;879;299
02/02/2021;ES07;2-;89;44;37;37;96;527;2941;4135;3446;3081;2256;2089
02/02/2021;ES07;2=;1990;2253;3075;2475;2084;2133;2020;1656;1526;1404;433;163
02/02/2021;ES08;1-;98;103;76;74;64;96;182;422;667;872;898;854
02/02/2021;ES08;1=;940;908;810;795;774;787;769;789;741;757;480;201
