FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/01/2022;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES18;1-;315;234;154;89;92;127;86;44;85;113;161;273;
01/01/2022;ES18;1=;346;315;170;216;344;377;438;336;240;167;131;102;
01/01/2022;ES18;2-;417;309;206;182;124;110;73;62;70;101;176;312;
01/01/2022;ES18;2=;438;409;263;336;494;565;633;527;351;258;191;129;
01/01/2022;ES19;1-;518;452;254;195;190;205;203;135;123;163;230;285;
01/01/2022;ES19;1=;401;400;256;248;366;400;500;409;318;297;247;188;
01/01/2022;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES20;1-;5950;0;6207;3811;1950;1229;1074;1656;1805;1455;1306;1784;
01/01/2022;ES20;1=;2763;3992;5742;5825;3512;3676;4663;5951;5965;4870;4013;3363;
01/01/2022;ES20;2-;5711;0;6469;3865;1896;1270;1160;2199;2228;1384;1535;1922;
01/01/2022;ES20;2=;2867;4275;6443;6127;3167;3651;5222;6692;6749;5529;4527;3077;
01/01/2022;ES21;1-;496;276;122;88;73;133;80;77;91;127;174;300;
01/01/2022;ES21;1=;395;412;242;220;276;349;403;411;312;221;139;122;
01/01/2022;ES21;2-;713;376;188;114;90;132;141;108;117;177;282;411;
01/01/2022;ES21;2=;623;573;272;326;483;633;680;519;350;248;160;127;
01/01/2022;ES22;1-;243;615;496;330;272;191;200;197;190;196;200;322;
01/01/2022;ES22;1=;390;532;567;386;370;594;670;828;736;513;406;337;
01/01/2022;ES22;2-;290;758;712;425;321;290;286;278;204;217;214;316;
01/01/2022;ES22;2=;431;600;575;449;449;631;760;854;823;641;527;392;
01/01/2022;ES23;1-;727;1438;1159;755;631;496;617;478;362;357;410;552;
01/01/2022;ES23;1=;728;935;1058;754;796;1237;1873;2254;1988;1382;1036;849;
01/01/2022;ES23;2-;655;1476;1405;1139;881;863;875;797;512;452;449;557;
01/01/2022;ES23;2=;863;1031;1002;882;988;1205;1415;1700;1859;1827;1466;1296;
01/01/2022;ES24;1-;163;402;338;208;144;131;129;144;87;88;119;166;
01/01/2022;ES24;1=;233;315;337;218;238;302;364;421;451;354;285;232;
01/01/2022;ES24;2-;151;404;320;250;169;139;155;124;89;111;142;212;
01/01/2022;ES24;2=;268;318;306;237;236;300;382;455;395;265;190;170;
01/01/2022;ES25;1-;115;140;121;159;127;107;72;58;59;52;52;66;
01/01/2022;ES25;1=;81;80;91;103;118;113;128;98;107;147;129;123;
01/01/2022;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES26;1-;137;242;334;296;264;218;155;115;98;82;95;110;
01/01/2022;ES26;1=;117;136;138;137;155;180;189;291;258;240;219;195;
01/01/2022;ES26;2-;150;225;308;281;241;201;161;109;106;88;106;134;
01/01/2022;ES26;2=;178;188;213;233;240;254;248;318;270;299;247;228;
01/01/2022;ES27;1-;656;1351;1237;927;666;604;575;468;427;423;452;613;
01/01/2022;ES27;1=;855;971;1137;932;975;1213;1735;1416;1888;1754;1250;1007;
