FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/01/2021;ES54;1-;163;214;57;44;18;29;42;49;46;42;59;97
01/01/2021;ES54;1=;124;184;164;119;131;169;184;181;157;126;99;91
01/01/2021;ES54;2-;184;246;77;58;25;20;65;65;50;41;59;103
01/01/2021;ES54;2=;156;228;194;166;174;203;201;226;221;188;149;133
01/01/2021;ES55;1-;110;160;26;22;11;16;21;32;29;36;61;79
01/01/2021;ES55;1=;105;172;158;105;101;133;161;157;162;116;85;70
01/01/2021;ES55;2-;88;126;28;19;10;27;32;28;26;30;40;59
01/01/2021;ES55;2=;99;121;93;95;79;107;129;157;125;102;76;63
01/01/2021;ES56;1-;201;24;16;11;15;50;38;21;37;46;78;118
01/01/2021;ES56;1=;137;149;76;100;110;152;131;116;87;64;78;42
01/01/2021;ES56;2-;308;37;17;17;18;37;34;33;49;60;90;125
01/01/2021;ES56;2=;232;226;111;116;140;168;172;120;112;78;106;65
01/01/2021;ES57;1-;433;24;3;10;11;40;45;47;66;87;165;306
01/01/2021;ES57;1=;383;305;179;220;313;338;383;343;274;230;198;36
01/01/2021;ES57;2-;331;30;11;6;7;41;37;31;40;71;128;264
01/01/2021;ES57;2=;482;410;167;174;295;417;409;282;192;131;97;37
01/01/2021;ES58;1-;216;20;6;12;14;36;35;31;50;61;137;203
01/01/2021;ES58;1=;270;214;99;123;176;237;188;140;112;103;88;39
01/01/2021;ES58;2-;179;8;4;4;8;27;22;15;32;54;74;111
01/01/2021;ES58;2=;205;172;81;83;122;124;104;124;89;70;57;23
01/01/2021;ES59;1-;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2021;ES59;1=;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2021;ES59;2-;119;16;8;6;14;22;25;27;59;61;84;109
01/01/2021;ES59;2=;127;111;67;69;109;121;136;97;83;50;44;14
01/01/2021;ES60;1-;258;41;18;11;21;33;47;38;62;103;166;237
01/01/2021;ES60;1=;296;266;137;157;186;245;293;185;159;106;10;0
01/01/2021;ES60;2-;417;55;18;12;13;43;42;49;51;81;137;254
01/01/2021;ES60;2=;377;366;210;191;252;371;366;310;241;165;15;0
02/01/2021;ES01;1-;38;18;21;18;34;128;128;214;326;557;853;1107
02/01/2021;ES01;1=;1221;1327;824;852;1084;1379;1812;1873;1270;867;957;467
02/01/2021;ES01;2-;77;25;20;15;24;92;102;164;291;567;899;1136
02/01/2021;ES01;2=;1142;1001;751;936;1106;1415;1508;1118;945;629;571;356
02/01/2021;ES02;1-;192;85;66;47;43;44;80;129;179;284;392;546
02/01/2021;ES02;1=;688;0;658;622;546;594;853;915;829;561;534;547
02/01/2021;ES02;2-;360;126;77;46;45;82;525;1034;1176;1028;979;986
02/01/2021;ES02;2=;1105;910;966;876;1044;906;1016;975;923;888;768;640
02/01/2021;ES03;1-;164;90;62;65;51;94;127;303;355;554;831;1087
02/01/2021;ES03;1=;1246;0;1162;1006;741;937;1114;1065;890;844;634;445
02/01/2021;ES03;2-;151;70;47;28;49;45;74;160;233;258;387;538
02/01/2021;ES03;2=;664;0;966;874;472;572;645;748;814;765;560;372
02/01/2021;ES04;1-;133;69;54;26;37;34;74;139;162;259;399;542
02/01/2021;ES04;1=;594;0;798;642;468;585;715;789;644;477;310;288
02/01/2021;ES04;2-;80;58;38;36;28;37;61;88;123;164;254;297
02/01/2021;ES04;2=;397;0;410;268;208;264;315;338;325;345;248;196
02/01/2021;ES05;1-;709;253;156;131;123;134;285;371;448;719;965;1223
02/01/2021;ES05;1=;1705;0;1866;1660;1419;1638;1640;1899;2172;2034;1870;1716
02/01/2021;ES05;2-;234;92;84;71;68;113;325;385;515;727;1055;1297
02/01/2021;ES05;2=;1592;0;1580;1344;1171;1473;1808;1838;1422;956;678;548
02/01/2021;ES06;1-;13;8;10;20;39;67;122;147;194;317;377;506
02/01/2021;ES06;1=;565;505;299;319;394;401;439;381;304;213;265;134
02/01/2021;ES06;2-;19;12;6;14;17;39;83;129;213;312;410;520
02/01/2021;ES06;2=;567;442;299;329;402;395;412;389;296;208;222;137
02/01/2021;ES07;1-;425;215;142;96;96;132;625;1364;1529;1522;1616;2001
02/01/2021;ES07;1=;2263;2439;3054;2765;2299;2901;3316;2655;2367;1902;1560;1044
02/01/2021;ES07;2-;312;189;85;63;135;432;1940;2350;2093;1980;1913;1995
02/01/2021;ES07;2=;2081;2205;2177;1760;1855;2068;2160;1974;1701;1324;912;689
02/01/2021;ES08;1-;304;138;100;92;56;100;29;409;594;877;894;873
02/01/2021;ES08;1=;916;829;663;523;732;806;737;749;675;827;717;224
02/01/2021;ES08;2-;66;11;19;12;6;23;22;88;684;958;934;825
02/01/2021;ES08;2=;855;792;743;578;801;828;1036;421;435;895;359;133
02/01/2021;ES09;1-;234;127;85;63;65;86;129;149;233;362;557;675
02/01/2021;ES09;1=;732;744;730;752;663;738;833;784;806;713;634;628
02/01/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES10;2-;148;63;29;39;35;72;131;180;229;353;453;495
02/01/2021;ES10;2=;586;607;579;481;511;490;571;548;471;451;412;387
02/01/2021;ES11;1-;672;255;63;41;26;50;211;747;1038;1280;1849;2260
02/01/2021;ES11;1=;2828;3078;2988;3138;1730;1831;2154;2491;2331;1968;1589;1106
02/01/2021;ES11;2-;105;6;1;0;0;0;1;13;20;59;99;196
02/01/2021;ES11;2=;573;509;926;787;545;1278;1606;1141;969;364;1826;1603
02/01/2021;ES12;1-;85;47;35;33;107;200;291;443;792;1215;1609;1861
02/01/2021;ES12;1=;1940;1899;1354;1470;1780;1853;1683;1713;1482;1169;1472;875
02/01/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES13;1-;46;41;34;38;81;138;200;282;458;610;910;1049
02/01/2021;ES13;1=;1179;1162;761;854;1049;1170;1186;1168;986;735;738;425
02/01/2021;ES13;2-;87;57;37;41;60;134;205;273;428;628;947;1185
02/01/2021;ES13;2=;1302;1243;864;964;1115;1313;1354;1286;1057;834;962;569
