año,mes,distrito,fuegos,daños_en_construccion,salvamentos_y_rescates,daños_por_agua,incidentes_diversos,salidas_sin_intervencion,servicios_varios,total,idMes
2019,noviembre,CARABANCHEL,26,14,37,9,53,7,4,150,11
2019,noviembre,USERA,22,6,10,5,22,6,6,77,11
2019,noviembre,PUENTE VALLECAS,35,8,37,7,40,7,38,172,11
2019,noviembre,MORATALAZ,13,1,5,2,17,1,1,40,11
2019,noviembre,CIUDAD LINEAL,20,9,34,10,35,5,6,119,11
2019,noviembre,HORTALEZA,22,8,22,6,43,3,1,105,11
2019,noviembre,VILLAVERDE,29,3,22,1,23,4,4,86,11
2019,noviembre,VILLA DE VALLECAS,22,1,17,3,10,5,2,60,11
2019,noviembre,VICALVARO,7,1,11,4,11,1,1,36,11
2019,noviembre,SAN BLAS,25,8,17,5,37,3,2,97,11
2019,noviembre,BARAJAS,5,2,7,0,7,2,3,26,11
2019,noviembre,FUERA DEL TERMINO MUNICIPAL,0,0,0,0,0,1,2,3,11
2019,diciembre,CENTRO,23,40,38,20,57,19,13,210,12
2019,diciembre,ARGANZUELA,14,11,14,20,30,7,8,104,12
2019,diciembre,RETIRO,12,20,18,11,19,2,1,83,12
2019,diciembre,SALAMANCA,16,28,29,16,30,2,8,129,12
2019,diciembre,CHAMARTIN,12,17,27,10,39,7,9,121,12
2019,diciembre,TETUAN,18,21,25,15,33,6,2,120,12
2019,diciembre,CHAMBERI,13,22,37,14,32,6,0,124,12
2019,diciembre,FUENCARRAL,16,15,28,3,70,9,6,147,12
2019,diciembre,MONCLOA,12,20,15,16,78,7,3,151,12
2019,diciembre,LATINA,32,13,26,22,72,12,8,185,12
2019,diciembre,CARABANCHEL,60,18,24,14,55,17,1,189,12
2019,diciembre,USERA,19,7,16,9,26,2,4,83,12
2019,diciembre,PUENTE VALLECAS,48,26,27,13,53,11,2,180,12
2019,diciembre,MORATALAZ,22,5,12,9,27,3,2,80,12
2019,diciembre,CIUDAD LINEAL,26,14,15,10,40,13,4,122,12
2019,diciembre,HORTALEZA,14,15,19,12,56,8,5,129,12
2019,diciembre,VILLAVERDE,29,13,13,9,31,15,1,111,12
2019,diciembre,VILLA DE VALLECAS,29,9,14,5,16,12,1,86,12
2019,diciembre,VICALVARO,13,4,6,4,26,1,0,54,12
2019,diciembre,BARAJAS,4,3,5,4,10,4,17,47,12
2020,diciembre,CENTRO,20,16,33,17,25,25,11,147,12
2020,diciembre,ARGANZUELA,12,2,26,3,12,8,3,66,12
2020,diciembre,RETIRO,3,5,15,9,8,10,4,54,12
2020,diciembre,SALAMANCA,10,11,17,11,20,23,5,97,12
2020,diciembre,CHAMARTIN,8,3,22,8,12,14,3,70,12
2020,diciembre,TETUAN,23,2,18,10,12,17,0,82,12
2020,diciembre,CHAMBERI,6,9,23,5,13,10,3,69,12
2020,diciembre,FUENCARRAL,29,7,31,7,22,20,4,120,12
2020,diciembre,MONCLOA,3,3,24,1,17,14,2,64,12
2020,diciembre,LATINA,21,4,26,8,24,20,1,104,12
2020,diciembre,CARABANCHEL,23,6,35,7,14,27,2,114,12
2020,diciembre,USERA,15,3,14,2,15,13,4,66,12
2020,diciembre,PUENTE VALLECAS,32,10,35,10,11,20,5,123,12
2020,diciembre,MORATALAZ,13,2,11,3,0,7,0,36,12
2020,diciembre,CIUDAD LINEAL,14,8,23,4,20,19,5,93,12
2020,diciembre,HORTALEZA,15,7,24,3,22,18,3,92,12
2020,diciembre,VILLAVERDE,34,3,13,4,17,9,1,81,12
2020,diciembre,VILLA DE VALLECAS,29,2,15,3,7,10,2,68,12
2020,diciembre,VICALVARO,8,2,8,1,6,5,1,31,12
2020,diciembre,SAN BLAS,22,4,22,3,14,16,0,81,12
2020,diciembre,BARAJAS,6,2,5,0,1,6,7,27,12
2020,diciembre,FUERA DEL TERMINO MUNICIPAL,1,0,5,0,0,2,0,8,12
2020,noviembre,CENTRO,21,16,31,8,22,24,7,129,11
2020,noviembre,ARGANZUELA,5,2,23,7,6,6,1,50,11
2020,noviembre,RETIRO,6,7,17,5,12,11,5,63,11
2020,noviembre,SALAMANCA,12,3,24,12,10,17,3,81,11
2020,noviembre,CHAMARTIN,6,4,14,6,7,14,8,59,11
2020,noviembre,TETUAN,18,8,21,7,13,13,2,82,11
2020,noviembre,CHAMBERI,12,8,19,8,15,8,4,74,11
2020,noviembre,FUENCARRAL,16,5,19,5,24,26,4,99,11
2020,noviembre,MONCLOA,15,2,19,6,14,18,2,76,11
2020,noviembre,LATINA,15,1,29,5,10,29,3,92,11
2020,noviembre,CARABANCHEL,18,2,25,8,14,28,5,100,11
2020,noviembre,USERA,20,0,17,2,5,12,6,62,11
2020,noviembre,PUENTE VALLECAS,20,6,28,11,16,28,3,112,11
2020,noviembre,MORATALAZ,5,1,10,5,7,8,0,36,11
2020,noviembre,CIUDAD LINEAL,16,5,32,1,14,19,4,91,11
2020,noviembre,HORTALEZA,12,2,18,7,16,15,7,77,11
2020,noviembre,VILLAVERDE,19,2,25,4,10,20,5,85,11
2020,noviembre,VILLA DE VALLECAS,27,0,10,3,8,15,3,66,11
2020,noviembre,VICALVARO,3,1,9,2,2,2,1,20,11
2020,noviembre,SAN BLAS,14,2,13,1,14,13,0,57,11
2020,noviembre,BARAJAS,6,2,5,2,7,8,3,33,11
2020,octubre,CENTRO,18,19,33,12,38,22,6,148,10
2020,octubre,ARGANZUELA,5,6,25,9,27,18,1,91,10
2020,octubre,RETIRO,3,4,9,3,22,13,1,55,10
2020,octubre,SALAMANCA,14,15,24,7,43,24,38,165,10
2020,octubre,CHAMARTIN,9,1,16,3,50,23,5,107,10
2020,octubre,TETUAN,13,10,25,11,26,21,7,113,10
2020,octubre,CHAMBERI,14,18,20,6,47,17,3,125,10
2020,octubre,FUENCARRAL,12,6,37,13,68,28,7,171,10
2020,octubre,MONCLOA,8,10,16,6,52,27,0,119,10
2020,octubre,LATINA,34,6,33,6,59,28,4,170,10
2020,octubre,CARABANCHEL,17,8,30,6,46,24,4,135,10
2020,octubre,USERA,17,6,18,3,26,20,2,92,10
2020,octubre,PUENTE VALLECAS,20,9,39,5,60,25,3,161,10
2020,octubre,MORATALAZ,9,2,9,4,36,16,2,78,10
2020,octubre,CIUDAD LINEAL,16,9,33,7,83,25,2,175,10
2020,octubre,HORTALEZA,16,7,18,3,58,32,4,138,10
2020,octubre,VILLAVERDE,21,4,16,5,43,19,3,111,10
2020,octubre,VILLA DE VALLECAS,36,5,13,4,25,25,7,115,10
2020,octubre,VICALVARO,13,3,10,2,22,6,2,58,10
2020,octubre,SAN BLAS,13,5,19,3,67,27,1,135,10
2020,octubre,BARAJAS,9,2,4,1,14,9,4,43,10
2020,octubre,FUERA DEL TERMINO MUNICIPAL,0,0,0,0,0,2,0,2,10
2020,septiembre,CENTRO,29,17,26,26,26,41,1,166,9
2020,septiembre,ARGANZUELA,11,3,21,9,18,12,2,76,9
2020,septiembre,RETIRO,8,5,11,6,24,11,1,66,9
2020,septiembre,SALAMANCA,13,13,28,15,26,15,2,112,9
2020,septiembre,CHAMARTIN,8,10,15,12,27,31,1,104,9
2020,septiembre,TETUAN,8,10,13,24,8,17,1,81,9
2020,septiembre,CHAMBERI,22,6,33,15,19,18,0,113,9
2020,septiembre,FUENCARRAL,22,3,24,14,37,26,0,126,9
2020,septiembre,MONCLOA,4,8,26,18,35,32,0,123,9
2020,septiembre,LATINA,32,4,26,17,39,33,1,152,9
2020,septiembre,CARABANCHEL,31,6,25,15,30,27,1,135,9
2020,septiembre,USERA,9,1,7,6,13,15,2,53,9
2020,septiembre,PUENTE VALLECAS,37,3,38,11,17,30,0,136,9
2020,septiembre,MORATALAZ,19,0,9,5,23,10,1,67,9
2020,septiembre,CIUDAD LINEAL,17,3,27,11,34,19,3,114,9
2020,septiembre,HORTALEZA,10,1,15,17,35,30,0,108,9
2020,septiembre,VILLAVERDE,30,1,14,8,16,19,3,91,9
2020,septiembre,VILLA DE VALLECAS,42,1,10,4,7,19,2,85,9
2020,septiembre,VICALVARO,16,1,12,3,5,8,0,45,9
2020,septiembre,SAN BLAS,9,1,17,8,33,18,1,87,9
2020,septiembre,BARAJAS,12,3,3,5,5,12,1,41,9
2020,agosto,ARGANZUELA,15,3,17,14,21,12,1,83,8
2020,agosto,RETIRO,7,4,8,9,21,10,0,59,8
2020,agosto,SALAMANCA,15,9,29,24,25,15,1,118,8
2020,agosto,CHAMARTIN,6,4,13,19,27,15,1,85,8
2020,agosto,TETUAN,10,6,24,15,22,15,2,94,8
2020,agosto,CHAMBERI,12,11,25,11,17,15,4,95,8
2020,agosto,FUENCARRAL,27,2,31,17,31,18,1,127,8
2020,agosto,MONCLOA,11,2,24,10,27,14,2,90,8
2020,agosto,LATINA,27,6,38,14,34,34,0,153,8
2020,agosto,CARABANCHEL,25,2,35,6,24,32,1,125,8
2020,agosto,USERA,24,3,33,4,21,17,1,103,8
2020,agosto,PUENTE VALLECAS,28,4,39,19,32,30,2,154,8
2020,agosto,MORATALAZ,12,0,9,7,16,7,0,51,8
2020,agosto,CIUDAD LINEAL,14,3,30,12,64,23,0,146,8
2020,agosto,HORTALEZA,20,3,26,7,47,36,2,141,8
2020,agosto,VILLAVERDE,38,1,21,7,27,24,2,120,8
2020,agosto,VILLA DE VALLECAS,52,2,10,4,11,19,0,98,8
2020,agosto,VICALVARO,12,0,11,3,11,11,0,48,8
2020,agosto,SAN BLAS,11,6,23,14,44,13,2,113,8
2020,agosto,BARAJAS,12,1,4,3,5,9,4,38,8
2020,agosto,FUERA DEL TERMINO MUNICIPAL,0,0,1,0,0,0,0,1,8
2020,julio,CENTRO,32,21,41,18,24,40,3,179,7
2020,julio,ARGANZUELA,20,12,37,13,52,15,4,153,7
2020,julio,RETIRO,8,8,16,6,34,18,3,93,7
2020,julio,SALAMANCA,11,10,25,14,41,23,3,127,7
2020,julio,CHAMARTIN,12,3,22,10,46,24,7,124,7
2020,julio,TETUAN,21,7,32,8,20,11,4,103,7
2020,julio,CHAMBERI,22,10,28,9,35,24,2,130,7
2020,julio,FUENCARRAL,45,6,34,5,41,28,1,160,7
2020,julio,MONCLOA,12,2,26,6,43,21,1,111,7
2020,julio,LATINA,38,6,32,8,52,35,1,172,7
2020,julio,CARABANCHEL,37,8,45,10,43,31,2,176,7
2020,julio,USERA,19,3,25,4,34,20,4,109,7
2020,julio,PUENTE VALLECAS,44,4,40,7,52,41,2,190,7
2020,julio,MORATALAZ,14,2,14,3,12,9,0,54,7
2020,julio,CIUDAD LINEAL,30,8,29,8,56,35,0,166,7
2020,julio,HORTALEZA,24,4,22,10,48,29,0,137,7
2020,julio,VILLAVERDE,45,3,18,3,32,27,2,130,7
2020,julio,VILLA DE VALLECAS,74,3,18,3,13,31,0,142,7
2020,julio,VICALVARO,20,1,9,4,15,9,0,58,7
2020,julio,SAN BLAS,17,3,25,4,55,24,0,128,7
2020,julio,BARAJAS,8,1,3,6,4,10,1,33,7
2020,junio,CENTRO,20,18,42,11,33,30,1,155,6
2020,junio,ARGANZUELA,22,9,29,8,32,20,4,124,6
2020,junio,RETIRO,8,6,14,3,26,10,1,68,6
2020,junio,SALAMANCA,12,13,17,8,31,16,1,98,6
2020,junio,CHAMARTIN,9,6,14,8,46,19,0,102,6
2020,junio,TETUAN,16,10,24,11,13,19,2,95,6
2020,junio,CHAMBERI,15,9,25,1,18,21,0,89,6
2020,junio,FUENCARRAL,41,4,30,8,36,21,0,140,6
2020,junio,MONCLOA,25,7,18,3,28,20,0,101,6
2020,junio,LATINA,35,3,33,6,34,30,0,141,6
2020,junio,CARABANCHEL,28,2,35,6,38,28,1,138,6
2020,junio,USERA,15,1,12,5,26,16,1,76,6
2020,junio,PUENTE VALLECAS,30,6,35,7,31,32,1,142,6
2020,junio,MORATALAZ,6,1,12,2,21,7,4,53,6
2020,junio,CIUDAD LINEAL,22,3,22,6,50,17,1,121,6
2020,junio,HORTALEZA,28,2,16,4,32,21,0,103,6
2020,junio,VILLAVERDE,34,5,20,1,27,15,1,103,6
2020,junio,VILLA DE VALLECAS,50,2,14,3,10,12,0,91,6
2020,junio,VICALVARO,17,1,10,2,9,18,0,57,6
2020,junio,SAN BLAS,17,4,22,4,47,20,0,114,6
2020,junio,BARAJAS,3,0,9,0,7,7,0,26,6
2020,junio,FUERA DEL TERMINO MUNICIPAL,0,0,1,0,0,1,0,2,6
2020,mayo,CENTRO,26,18,43,11,27,8,1,134,5
2020,mayo,ARGANZUELA,13,14,37,18,36,16,1,135,5
2020,mayo,RETIRO,11,5,13,7,31,2,0,69,5
2020,mayo,SALAMANCA,7,9,25,19,17,9,1,87,5
2020,mayo,CHAMARTIN,9,6,24,13,29,5,1,87,5
2020,mayo,TETUAN,9,9,16,11,20,3,0,68,5
2020,mayo,CHAMBERI,11,8,27,7,22,5,0,80,5
2020,mayo,FUENCARRAL,25,6,49,8,29,12,0,129,5
2020,mayo,MONCLOA,16,2,31,7,22,6,0,84,5
2020,mayo,LATINA,16,4,37,4,33,8,3,105,5
2020,mayo,CARABANCHEL,18,4,38,5,19,8,0,92,5
2020,mayo,USERA,8,3,30,5,10,2,0,58,5
2020,mayo,PUENTE VALLECAS,21,9,43,17,28,5,3,126,5
2020,mayo,MORATALAZ,10,0,10,3,22,4,0,49,5
2020,mayo,CIUDAD LINEAL,13,5,21,10,47,3,0,99,5
2020,mayo,HORTALEZA,8,1,39,8,38,6,0,100,5
2020,mayo,VILLAVERDE,24,4,43,3,18,7,1,100,5
2020,mayo,VILLA DE VALLECAS,15,1,34,1,5,24,0,80,5
2020,mayo,VICALVARO,1,1,11,4,8,3,0,28,5
2020,mayo,SAN BLAS,10,5,36,9,52,3,1,116,5
2020,mayo,BARAJAS,4,2,17,10,13,1,0,47,5
2020,mayo,FUERA DEL TERMINO MUNICIPAL,3,0,4,0,1,0,1,9,5
2020,abril,CENTRO,14,19,70,12,19,12,15,161,4
2020,abril,ARGANZUELA,13,7,45,11,14,14,3,107,4
2020,abril,RETIRO,1,9,14,5,12,3,0,44,4
2020,abril,SALAMANCA,4,10,34,11,14,5,0,78,4
2020,abril,CHAMARTIN,9,5,25,6,11,7,1,64,4
2020,abril,TETUAN,10,6,15,13,10,7,3,64,4
2020,abril,CHAMBERI,6,12,21,4,12,8,1,64,4
2020,abril,FUENCARRAL,6,3,31,5,18,4,0,67,4
2020,abril,MONCLOA,1,1,44,7,12,6,2,73,4
2020,abril,LATINA,7,8,30,8,11,9,1,74,4
2020,abril,CARABANCHEL,14,5,26,7,19,6,2,79,4
2020,abril,USERA,12,2,17,6,9,10,4,60,4
2020,abril,PUENTE VALLECAS,9,7,33,9,25,9,4,96,4
2020,abril,MORATALAZ,3,1,14,5,4,0,0,27,4
2020,abril,CIUDAD LINEAL,6,7,33,5,16,7,0,74,4
2020,abril,HORTALEZA,5,6,35,2,18,2,1,69,4
2020,abril,VILLAVERDE,8,1,19,10,8,4,1,51,4
2020,abril,VILLA DE VALLECAS,8,1,15,0,5,4,2,35,4
2020,abril,VICALVARO,1,2,11,3,4,2,1,24,4
2020,abril,SAN BLAS,4,6,19,1,19,4,0,53,4
2020,abril,BARAJAS,3,1,9,2,4,1,8,28,4
2020,abril,FUERA DEL TERMINO MUNICIPAL,1,0,0,0,0,0,0,1,4
2020,marzo,CENTRO,21,21,49,12,35,12,5,155,3
2020,marzo,ARGANZUELA,17,12,52,12,18,13,4,128,3
2020,marzo,RETIRO,12,4,21,7,10,5,0,59,3
2020,marzo,SALAMANCA,5,6,29,10,18,9,3,80,3
2020,marzo,CHAMARTIN,8,6,23,11,26,6,2,82,3
2020,marzo,TETUAN,19,11,29,10,22,8,0,99,3
2020,marzo,CHAMBERI,9,15,14,6,17,4,0,65,3
2020,marzo,FUENCARRAL,14,14,38,5,38,7,3,119,3
2020,marzo,MONCLOA,10,6,34,6,30,4,4,94,3
2020,marzo,LATINA,15,15,29,5,23,10,1,98,3
2020,marzo,CARABANCHEL,19,8,34,6,40,11,2,120,3
2020,marzo,USERA,13,4,16,6,13,7,1,60,3
2020,marzo,PUENTE VALLECAS,22,15,29,12,27,8,1,114,3
2020,marzo,MORATALAZ,6,1,15,4,18,7,0,51,3
2020,marzo,CIUDAD LINEAL,9,9,29,10,34,7,0,98,3
2020,marzo,HORTALEZA,11,10,20,3,43,6,3,96,3
2020,marzo,VILLAVERDE,29,9,21,7,15,7,2,90,3
2020,marzo,VILLA DE VALLECAS,17,6,13,5,4,5,1,51,3
2020,marzo,VICALVARO,6,1,3,1,2,2,0,15,3
2020,marzo,SAN BLAS,20,11,14,5,36,5,0,91,3
2020,marzo,BARAJAS,10,1,1,1,12,3,5,33,3
2020,febrero,CENTRO,30,18,42,11,43,8,10,162,2
