COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
905565;1;CARRETERA;DE;NAVALCARRO;NAVALCARRO;01/01/1986;;V
905567;2;CARRETERA;DE;ALCOBENDAS;ALCOBENDAS;01/01/1997;;V
905567;1;CARRETERA;DE;EL PARDO A ALCOBENDAS;EL PARDO A ALCOBENDAS;01/01/1986;01/01/1997;V
905569;1;PISTA;DE LA;PORTILLERA VALDELEGANAR;PORTILLERA VALDELEGANAR;01/01/1986;;V
905570;1;CAMINO;DE LA;COSTANILLA;COSTANILLA;01/01/1986;;V
905571;1;CAMINO;DE;NAVALASMUELAS;NAVALASMUELAS;01/01/1986;;V
905572;1;CAMINO;DEL;BARRANCO DE GIL;BARRANCO DE GIL;01/01/1986;;V
905573;1;CAMINO;DE LOS;LOBEROS;LOBEROS;01/01/1982;;V
905574;1;CAMINO;DE;COLMENAR;COLMENAR;01/01/1986;01/01/2008;H
905578;1;CAMINO;DE;MIRASIERRA;MIRASIERRA;01/01/1986;01/01/2007;H
905579;1;CAMINO;DEL;SACERAL;SACERAL;01/01/1986;01/01/2009;H
905581;1;CAMINO;DEL;ARROYO DEL FRESNO;ARROYO DEL FRESNO;01/01/1986;01/01/2007;H
905582;1;CAMINO;DE;VALDELAMASA;VALDELAMASA;01/01/1982;;V
905584;1;CARRETERA;DE;TORRELODONES A EL PARDO POR NAVACHESCAS;TORRELODONES A EL PARDO POR NAVACHESCAS;01/01/1986;;V
905585;1;CAMINO;DE LA;CARRETERA DE EL PARDO A COLMENAR VIEJO;CARRETERA DE EL PARDO A COLMENAR VIEJO;01/01/1986;;V
905586;1;CALLE;DEL;PATRIARCA EIJO Y GARAY;PATRIARCA EIJO Y GARAY;01/01/1986;;V
905587;1;CALLE;DEL;ARROYO SAN ROQUE;ARROYO SAN ROQUE;01/01/1986;01/01/2008;H
905588;1;CAMINO;DE;SAN ROQUE;SAN ROQUE;01/01/1986;;V
905589;1;CALLE;;SIN NOMBRE;SIN NOMBRE;01/01/1986;01/01/2008;H
905590;1;CAMINO;DE LOS;CHARCONES;CHARCONES;01/01/1986;;V
905593;1;CAMINO;DE;SERVICIO DEL CANAL DE ISABEL II;SERVICIO DEL CANAL DE ISABEL II;01/01/1986;;V
905594;1;PISTA;DE;NAVACHESCAS A LA TROFA;NAVACHESCAS A LA TROFA;01/01/1986;;V
905595;1;AVENIDA;DE LOS;INFANTES;INFANTES;01/01/1982;31/10/1985;H
905596;1;CAMINO;DE;NAVACHESCAS A LA ATALAYUELA;NAVACHESCAS A LA ATALAYUELA;01/01/1986;;V
905599;1;CAMINO;DEL;CAJON DE TABERNERO;CAJÓN DE TABERNERO;01/01/1986;;V
905601;1;CAMINO;DE;EL CALVERON;EL CALVERÓN;01/01/1986;;V
905602;1;CAMINO;DEL;CRISTO ATADO;CRISTO ATADO;01/01/1986;;V
905606;1;CAMINO;DEL;BARRANCO DE LA REINA;BARRANCO DE LA REINA;01/01/1986;;V
905607;1;CAMINO;DE;VALVIEJO;VALVIEJO;01/01/1986;;V
905608;1;CARRETERA;DEL;LABORATORIO DE OBRAS PUBLICAS;LABORATORIO DE OBRAS PÚBLICAS;01/01/1986;;V
905610;1;CAMINO;DE;NAVALCARRO;NAVALCARRO;01/01/1982;;V
905611;1;CAMINO;DE;EL PARDO AL GOLOSO;EL PARDO AL GOLOSO;01/01/1986;;V
905612;1;CAMINO;;VIEJO DE VALDELAMASA AL CASTILLO DE VIÑUELAS;VIEJO DE VALDELAMASA AL CASTILLO DE VIÑUELAS;01/01/1986;;V
905613;1;CARRETERA;DE;TORRELAPARADA;TORRELAPARADA;01/01/1986;;V
905614;1;CAMINO;DEL;VALLE TOCON;VALLE TOCÓN;01/01/1986;;V
905615;1;CARRETERA;DEL;PALACIO DE LA REAL QUINTA;PALACIO DE LA REAL QUINTA;01/01/1982;;V
905618;1;CAMINO;DE LA;CUERDA DE LA RETAMA;CUERDA DE LA RETAMA;01/01/1982;;V
905619;1;CAMINO;DEL;CORRAL DE LOS CHOTOS;CORRAL DE LOS CHOTOS;01/01/1982;;V
905620;1;PASEO;DE;ENTRADA AL CANAL;ENTRADA AL CANAL;01/01/1986;01/01/2008;H
905621;1;CAMINO;DE;VALDEHERREROS;VALDEHERREROS;01/01/1982;;V
905623;1;CAMINO;;NUEVO AL CERRO DE BUENAVISTA;NUEVO AL CERRO DE BUENAVISTA;01/01/1986;;V
905625;1;CAMINO;DE LA;PARRILLA;PARRILLA;01/01/1982;;V
905626;1;CAMINO;DEL;BARRANCO DE LA HIERBA;BARRANCO DE LA HIERBA;01/01/1986;;V
905627;1;CAMINO;DE LA;NAVA;NAVA;01/01/1982;;V
905629;1;CAMINO;DEL;ARROYO DEL FRAILE;ARROYO DEL FRAILE;01/01/1986;;V
905630;1;CAMINO;DE LA;CASA DE LA VALDELAMASA;CASA DE LA VALDELAMASA;01/01/1986;01/01/1998;H
905631;1;CAMINO;DEL;MOCHUELO;MOCHUELO;01/01/1986;;V
905632;1;CAMINO;DE LAS;LADRONERAS;LADRONERAS;01/01/1986;;V
905637;1;CAMINO;DE;VALDELAMASA A RASO DEL PATATAR;VALDELAMASA A RASO DEL PATATAR;01/01/1982;;V
905638;1;CAMINO;DE;NAVAHERMOSA;NAVAHERMOSA;01/01/1986;;V
905639;1;CAMINO;DE LA;CASA DEL GUARDA;CASA DEL GUARDA;01/01/1986;;V
905641;1;CARRETERA;DE LA;ESTACION VALDELATAS;ESTACIÓN VALDELATAS;01/01/1986;;V
905642;1;CAMINO;DEL;CHOPO DE LA NAVA;CHOPO DE LA NAVA;01/01/1986;01/01/2008;H
905645;1;CAMINO;DEL;VALLE DEL MAGO;VALLE DEL MAGO;01/01/1986;;V
905647;1;CAMINO;DE;VALDELAMASILLA;VALDELAMASILLA;01/01/1982;01/01/2008;H
905648;1;CAMINO;DE;VALDELAMASA A VALDEALCALA;VALDELAMASA A VALDEALCALÁ;01/01/1982;;V
905650;1;CAMINO;DEL;CANAL;CANAL;01/01/1986;;V
905652;1;CAMINO;DE LA;DIRECCION;DIRECCIÓN;01/01/1986;01/01/2008;H
905654;1;CAMINO;DE;MATA LAS PALOMAS;MATA LAS PALOMAS;01/01/1986;;V
905655;1;CAMINO;DE;MELEON;MELEÓN;01/01/1986;;V
905656;1;CAMINO;DE LA;FUENTE DE EL GOLOSO;FUENTE DE EL GOLOSO;01/01/1982;;V
905657;1;CAMINO;DE LOS;PALOMEROS;PALOMEROS;01/01/1986;;V
905658;1;CAMINO;DEL;VALLE DE LOS LECHEROS;VALLE DE LOS LECHEROS;01/01/1986;;V
905662;2;CARRETERA;DE;VALDEMINGOMEZ;VALDEMINGÓMEZ;25/10/2012;;V
905662;1;CARRETERA;DEL;VERTEDERO MUNICIPAL VALDEMINGOMEZ;VERTEDERO MUNICIPAL VALDEMINGÓMEZ;01/01/1986;25/10/2012;V
905663;1;CAMINO;DE;ZAPATA;ZAPATA;01/01/1982;;V
905664;1;CAMINO;;VIEJO DE LA CASA DE EULOGIO;VIEJO DE LA CASA DE EULOGIO;01/01/1986;;V
905665;1;CAMINO;;NUEVO DE RIVERA CASA EULOGIO;NUEVO DE RIVERA CASA EULOGIO;01/01/1986;;V
905667;1;CAMINO;DE LAS;CUMBRES;CUMBRES;01/01/1982;01/01/2008;H
905668;1;CAMINO;DE LA;LEÑA;LEÑA;01/01/1982;;V
905669;1;CAMINO;A LA;YESERIA LA VALENCIANA;YESERÍA LA VALENCIANA;01/01/1986;;V
905671;1;CAMINO;DE LOS;PALOS;PALOS;01/01/1986;;V
905671;2;CAMINO;;VIEJO DE VALLECAS A VACIAMADRID;VIEJO DE VALLECAS A VACIAMADRID;01/01/1986;;V
905672;1;CAMINO;DE LA;CAÑADA DE LAS CANTERAS;CAÑADA DE LAS CANTERAS;01/01/1982;;V
905673;2;CAMINO;DEL;POZO DEL TIO RAIMUNDO;POZO DEL TÍO RAIMUNDO;18/10/1988;;V
905673;3;CALLE;;D;D;01/01/1986;18/10/1988;V
905673;1;CARRETERA;DEL;POZO DEL TIO RAIMUNDO;POZO DEL TÍO RAIMUNDO;01/01/1986;18/10/1988;V
905679;1;CAMINO;DE;VALLECAS A PERALES DEL RIO;VALLECAS A PERALES DEL RÍO;01/01/1982;;V
905680;1;PASAJE;DEL;PUERTO DE LAS PILAS;PUERTO DE LAS PILAS;01/01/1986;26/02/1993;H
905681;1;PASAJE;DE LOS;MONTES;MONTES;01/01/1986;01/01/2008;H
905682;1;CARRETERA;DEL;APEADERO DE SANTA CATALINA;APEADERO DE SANTA CATALINA;01/01/1962;07/04/1962;H
905686;1;CAMINO;DE LA;CHINA A VALLECAS;CHINA A VALLECAS;01/01/1986;;V
905688;1;PASAJE;DE;SAN AGAPITO;SAN AGAPITO;01/01/1986;21/12/1990;H
905689;1;PASAJE;DE;JUAN JOSE MARTINEZ SECO;JUAN JOSÉ MARTÍNEZ SECO;01/01/1986;01/01/2008;H
905691;1;CAMINO;DE;GANADO DEL SALOBRAL O DEL MOLINO;GANADO DEL SALOBRAL O DEL MOLINO;01/01/1986;28/04/2005;H
905691;2;CAMINO;DEL;GANADO SALOBRAL;GANADO SALOBRAL;01/01/1986;28/04/2005;H
905691;3;CAMINO;DE LOS;GANADOS DEL SALOBRAL;GANADOS DEL SALOBRAL;01/01/1986;28/04/2005;H
905691;4;CAMINO;DEL;MOLINO;MOLINO;01/01/1986;28/04/2005;H
905692;1;CAMINO;DE;VILLAVERDE A PERALES DEL RIO;VILLAVERDE A PERALES DEL RÍO;01/01/1986;28/04/2005;H
905697;1;CAMINO;;ANTIGUO DEL FERROCARRIL YESERO;ANTIGUO DEL FERROCARRIL YESERO;01/01/1982;;V
905697;2;CAMINO;DEL;RASTROJO;RASTROJO;01/01/1982;;V
905698;1;CAMINO;DE LA;MAGDALENA;MAGDALENA;01/01/1960;;V
905699;1;CAMINO;DE;SALMEDINA;SALMEDINA;01/01/1986;01/01/2008;H
905703;1;TRAVESÍA;DEL;CALCIO;CALCIO;01/01/1960;28/11/1986;H
905704;1;CAMINO;DE LOS;ACEITEROS;ACEITEROS;01/01/1986;;V
905705;1;CAMINO;DE LA;CASA DE MURCIA;CASA DE MURCIA;01/01/1982;;V
905706;1;CAMINO;DE LA;TORRECILLA;TORRECILLA;01/01/1986;;V
905707;1;CAMINO;DEL;MALECON;MALECÓN;01/01/1986;;V
905708;1;CAMINO;DE LOS;TOMATEROS;TOMATEROS;01/01/1986;;V
905709;1;CAMINO;DE;SANTA MARIA;SANTA MARÍA;01/01/1986;;V
905710;1;CAMINO;DE;BOYERIZA;BOYERIZA;01/01/1986;;V
905713;1;CAMINO;DE;VACIAMADRID;VACIAMADRID;01/01/1986;01/01/2008;H
905715;1;CAMINO;DEL;REGUERO;REGUERO;01/01/1986;01/01/2008;H
905716;1;CAMINO;DE LOS;MOLINOS;MOLINOS;01/01/1986;;V
905719;1;CALLE;;SEGUNDA;SEGUNDA;01/01/1981;22/11/1982;H
905720;1;CAMINO;DE LOS;PILONES;PILONES;01/01/1986;;V
905721;1;CALLE;;TERCERA;TERCERA;01/01/1986;15/05/1991;H
905722;1;CAMINO;;VIEJO DE PERALES;VIEJO DE PERALES;02/12/1979;03/12/1979;H
905723;1;CARRETERA;DE LA;ESTACION DE CONTENEDORES;ESTACIÓN DE CONTENEDORES;01/01/1986;;V
905724;1;PLAZA;DE;PEÑA CAVERO;PEÑA CAVERO;01/01/1982;;V
905726;1;RONDA;DE;LAS SUERTES;LAS SUERTES;01/01/1982;;V
905727;1;CAMINO;DE LOS;POLVORINES;POLVORINES;01/01/1986;24/09/2013;H
905728;1;PASAJE;DEL;CONGOSTO;CONGOSTO;01/01/1986;;V
905729;1;CAMINO;DE;PRADILLO HERRERO;PRADILLO HERRERO;01/01/1970;24/09/2013;H
905731;1;CAMINO;DEL;POZO TIO RAIMUNDO;POZO TÍO RAIMUNDO;31/12/1985;01/01/1986;H
905732;1;CARRETERA;DE LA;VARIANTE VILLAVERDE-VALLECAS;VARIANTE VILLAVERDE-VALLECAS;01/01/1986;01/01/2008;H
905737;2;TRAVESÍA;DE;JOAQUIN GARRIGUES WALKER;JOAQUÍN GARRIGUES WALKER;31/10/2008;;V
905737;1;CAMINO;DEL;BARRIO DE LA CELSA;BARRIO DE LA CELSA;01/01/1982;31/10/2008;V
905741;1;CAMINO;DEL;COLECTOR;COLECTOR;01/01/1986;01/01/2008;H
905744;1;CAMINO;DE;VALDECULEBRA;VALDECULEBRA;01/01/1986;;V
905745;1;CAMINO;DEL;CHARCO DEL SOMBRERO;CHARCO DEL SOMBRERO;01/01/1982;;V
905746;1;CAMINO;DE LA;CASA DEL CERRO;CASA DEL CERRO;01/01/1960;01/01/1982;H
905748;1;CALLE;DE;MEMBIBRE;MEMBIBRE;01/01/1986;01/01/2008;H
905753;1;ACCESO;A LA;M-30 ENTRADA N.E. POR MARQUES DE CORBERA;M-30 ENTRADA N.E. POR MARQUÉS DE CORBERA;01/01/1986;01/01/1998;H
905754;1;ACCESO;A LAS;COCHERAS DE LA EMT;COCHERAS DE LA EMT;01/01/1986;29/03/1990;H
905756;1;CARRETERA;;PARTICULAR DEL CANAL DE ISABEL II;PARTICULAR DEL CANAL DE ISABEL II;01/01/1965;;V
905759;1;CAMINO;;PARTICULAR DEL CANAL DE LOZOYA;PARTICULAR DEL CANAL DE LOZOYA;01/01/1965;;V
905760;1;ACCESO;A LA;M-30 ENTRADA N.E. POR JOSE LUIS ARRESES;M-30 ENTRADA N.E. POR JOSÉ LUIS ARRESES;01/01/1986;01/01/1998;H
905761;1;TRAVESÍA;DE;SAN LAMBERTO;SAN LAMBERTO;01/01/1986;;V
905762;1;CAMINO;DEL;CARRIL DEL CONDE;CARRIL DEL CONDE;01/01/1986;01/01/2008;H
905763;1;CALLE;DE;VALVANERA;VALVANERA;01/01/1986;01/01/1998;H
905764;1;ACCESO;A LA;M-30 SALIDA N.E. A AVDA. DE AMERICA;M-30 SALIDA N.E. A AVDA. DE AMÉRICA;01/01/1986;01/01/1998;H
905766;1;CALLE;DE;NALDA;NALDA;31/12/1985;01/01/1986;H
905768;1;ACCESO;A LA;M-30 ENTRADA N.E. POR CUESTA DEL SAGRADO;M-30 ENTRADA N.E. POR CUESTA DEL SAGRADO;01/01/1986;01/01/1998;H
905769;1;ACCESO;A LA;M-30 ENTRADA S.E. POR COSTA RICA;M-30 ENTRADA S.E. POR COSTA RICA;01/01/1986;01/01/1998;H
905771;1;ACCESO;A LA;M-30;M-30;01/01/1986;01/01/1998;H
905773;1;TRAVESÍA;DE;CESAR GONZALEZ RUANO;CÉSAR GONZÁLEZ RUANO;01/01/1986;30/05/1989;H
905774;1;TRAVESÍA;DE;ESTEBAN MORA;ESTEBAN MORA;01/01/1986;01/01/2008;H
905775;1;CALLE;DE LOS;MINISTERIOS;MINISTERIOS;01/01/1986;01/01/1998;H
905777;1;TRAVESÍA;DE LOS;MELANCOLICOS;MELANCÓLICOS;01/01/1986;;V
905782;1;TRAVESÍA;DE;LINNEO;LINNEO;01/01/1986;01/01/2008;H
905784;1;ACCESO;A LA;AVDA. DEL MANZANARES SALIDA S.O. A PASEO;AVDA. DEL MANZANARES SALIDA S.O. A PASEO;01/01/1986;01/01/1998;H
905785;1;ACCESO;A LA;AVDA. DEL MANZANARES ENTRADA S.E. POR AN;AVDA. DEL MANZANARES ENTRADA S.E. POR AN;01/01/1986;01/01/1998;H
905788;1;TRAVESÍA;DEL;FERROCARRIL DE EXTREMADURA AL PICO CEBRON;FERROCARRIL DE EXTREMADURA AL PICO CEBRÓN;01/01/1986;01/01/1998;H
905789;1;PASAJE;DEL;MANZANARES;MANZANARES;01/01/1986;01/01/2008;H
905790;1;CALLE;DEL;PATIO DE SERVICIO;PATIO DE SERVICIO;01/01/1977;11/04/2016;H
905790;2;CALLE;;PARTICULAR;PARTICULAR;01/01/1947;01/01/1977;H
905791;2;TRAVESÍA;DEL;PLOMO;PLOMO;28/02/1991;;V
905791;1;CALLE;;PARTICULAR;PARTICULAR;01/01/1986;28/02/1991;V
905792;1;ACCESO;A LA;M-30;M-30;01/01/1986;01/01/1998;H
905794;1;ACCESO;A LA;AVDA. DEL MANZANARES ENTRADA N.E. POR SA;AVDA. DEL MANZANARES ENTRADA N.E. POR SA;01/01/1986;01/01/1998;H
905804;1;ACCESO;A LA;M-30 SALIDA S.E. A SALVADOR DE MADARIAGA;M-30 SALIDA S.E. A SALVADOR DE MADARIAGA;01/01/1986;01/01/1998;H
905808;1;ACCESO;A LA;M-30 ENTRADA N.E. POR ARTURO SORIA;M-30 ENTRADA N.E. POR ARTURO SORIA;01/01/1986;01/01/1998;H
905829;1;ACCESO;A LA;M-30 SALIDA N.E. A SAN MARCELO;M-30 SALIDA N.E. A SAN MARCELO;01/01/1986;01/01/1998;H
905830;1;CALLE;;PARTICULAR;PARTICULAR;01/01/1986;;V
905831;1;TRAVESÍA;DE;LUIS RUIZ;LUIS RUIZ;01/01/1986;01/01/1998;H
905832;1;PASO PARTICULAR;DE;DOS DUEÑOS;DOS DUEÑOS;01/01/1953;26/09/1953;H
905833;1;TRAVESÍA;DE;SERVANDO BATANERO;SERVANDO BATANERO;01/01/1986;01/01/1998;H
905834;1;CALLE;;PARTICULAR;PARTICULAR;01/01/1986;01/01/1998;H
905836;1;PASAJE;DE;CLAVILEÑO;CLAVILEÑO;01/01/1986;;V
905838;1;CALLE;DE;LUIS SANCHEZ ZORRILLA;LUIS SÁNCHEZ ZORRILLA;26/09/1986;;V
905841;1;CALLE;;POSTERIOR DE SAN IGNACIO;POSTERIOR DE SAN IGNACIO;01/01/1986;05/03/1992;H
905843;1;CAMINO;;VIEJO DE PINTO A VILLAVERDE;VIEJO DE PINTO A VILLAVERDE;01/01/1982;01/01/2008;H
905844;1;CAMINO;DE LOS;ESPARTALES;ESPARTALES;01/01/1986;01/01/2008;H
905846;1;ACCESO;A LA;COLONIA MARCONI;COLONIA MARCONI;01/01/1986;;V
905847;1;CALLE;DEL;BULEVAR NORTE;BULEVAR NORTE;01/01/1986;30/09/1996;H
905848;1;CALLE;;INTERMEDIA NORTE;INTERMEDIA NORTE;01/01/1986;;V
905856;1;CALLE;;TRANSVERSAL SEXTA;TRANSVERSAL SEXTA;01/01/1986;;V
905859;1;CALLE;;TRANSVERSAL TERCERA;TRANSVERSAL TERCERA;01/01/1986;;V
905860;1;CALLE;;TRANSVERSAL CUARTA;TRANSVERSAL CUARTA;01/01/1986;;V
905861;1;CALLE;;TRANSVERSAL QUINTA;TRANSVERSAL QUINTA;01/01/1986;;V
905862;1;CALLE;;INTERMEDIA SUR;INTERMEDIA SUR;01/01/1986;;V
905864;1;PASAJE;DE;MARCONI;MARCONI;01/01/1986;01/01/2008;H
905865;1;CALLE;;TRANSVERSAL SEGUNDA;TRANSVERSAL SEGUNDA;01/01/1986;;V
905866;1;ACCESO;A LA;AVENIDA DE ANDALUCIA;AVENIDA DE ANDALUCÍA;01/01/1986;01/01/2008;H
905871;1;CALLE;;PRINCIPAL;PRINCIPAL;01/01/1986;;V
905872;1;CALLE;;PRIMERA ARENAS DEL REY;PRIMERA ARENAS DEL REY;01/01/1986;15/05/1991;H
905873;1;CALLE;;SEGUNDA ARENAS DEL REY;SEGUNDA ARENAS DEL REY;01/01/1986;15/05/1991;H
905874;1;CALLE;;TERCERA ARENAS DEL REY;TERCERA ARENAS DEL REY;01/01/1986;15/05/1991;H
905876;1;CALLE;;G;G;01/01/1986;15/05/1991;H
905879;1;ACCESO;A LA;AVDA. DEL MANZANARES ENTRADA S.O. POR AN;AVDA. DEL MANZANARES ENTRADA S.O. POR AN;01/01/1986;01/01/1998;H
905887;1;PASAJE;DE;CAMPOTEJAR;CAMPOTEJAR;01/01/1986;01/01/2008;H
905889;1;CALLE;;CUARTA ARENAS DEL REY;CUARTA ARENAS DEL REY;01/01/1986;15/05/1991;H
905890;1;CALLE;DE LA;QUINTA ARENAS DEL REY;QUINTA ARENAS DEL REY;01/01/1986;15/05/1991;H
905891;1;CALLE;;SEXTA ARENAS DEL REY;SEXTA ARENAS DEL REY;01/01/1986;15/05/1991;H
905892;1;CALLE;;SEPTIMA ARENAS DEL REY;SÉPTIMA ARENAS DEL REY;01/01/1986;15/05/1991;H
905893;1;CALLE;;OCTAVA ARENAS DEL REY;OCTAVA ARENAS DEL REY;01/01/1986;15/05/1991;H
905894;1;CALLE;;NOVENA ARENAS DEL REY;NOVENA ARENAS DEL REY;01/01/1986;15/05/1991;H
905895;1;CALLE;;TRANSVERSAL PRIMERA;TRANSVERSAL PRIMERA;01/01/1986;;V
905901;1;CAMINO;DEL;POLVORIN;POLVORÍN;01/01/1986;01/01/2008;H
905904;1;CALLE;;A;A;01/01/1982;01/01/2008;H
905909;1;TRAVESÍA;DE;TORDEGRILLOS;TORDEGRILLOS;01/01/1971;;V
905911;1;CALLE;;ABANDONADA;ABANDONADA;01/01/1982;01/01/2008;H
905912;1;CALLE;DEL;BULEVAR SUR;BULEVAR SUR;01/01/1982;;V
905916;1;TRAVESÍA;DE;SAN FILIBERTO;SAN FILIBERTO;01/01/1982;;V
905917;1;TRAVESÍA;DEL;DOCTOR SANCHIS BANUS;DOCTOR SANCHÍS BANÚS;01/01/1986;01/01/2008;H
905918;1;CAMINO;;VIEJO DE GETAFE A VILLAVERDE;VIEJO DE GETAFE A VILLAVERDE;01/01/1982;01/01/2008;H
905944;1;ACCESO;A LA;AVDA. DEL MANZANARES ENTRADA S.O. POR SA;AVDA. DEL MANZANARES ENTRADA S.O. POR SA;01/01/1986;01/01/1998;H
905945;1;CALLE;DE;ARTURO PAJUELO;ARTURO PAJUELO;01/01/1986;15/05/1991;H
905948;1;CAMINO;DE;GETAFE;GETAFE;01/01/1986;28/07/1993;H
905959;1;CALLE;DE;DOCE DUCHETA;DOCE DUCHETA;01/01/1986;01/01/2008;H
905961;1;CALLE;DE;MARCONI NORTE;MARCONI NORTE;01/01/1986;;V
905962;1;PASAJE;DE;FERNAN DIAZ MENDOZA;FERNÁN DÍAZ MENDOZA;01/01/1986;01/10/2000;H
905965;1;TRAVESÍA;DE;ALGORTA;ALGORTA;01/01/1966;28/10/1991;H
905967;1;PLAZA;DE;ALMODOVAR;ALMODÓVAR;31/12/1985;01/01/1986;H
905972;1;ACCESO;A LA;AVDA. DEL MANZANARES ENTRADA S.O. POR MA;AVDA. DEL MANZANARES ENTRADA S.O. POR MA;01/01/1986;01/01/1998;H
905973;1;PUENTE;DE;SAN ISIDRO;SAN ISIDRO;01/01/1986;;V
905974;1;CAMINO;;VIEJO DE CARABANCHEL A VILLAVERDE Y GETAFE;VIEJO DE CARABANCHEL A VILLAVERDE Y GETAFE;01/01/1982;01/01/2008;H
905974;2;CALLE;DE;VILLAVERDE A CARABANCHEL;VILLAVERDE A CARABANCHEL;01/01/1982;01/01/2008;H
905977;1;CAMINO;DE LAS;FUENTES DE LEGANES;FUENTES DE LEGANÉS;01/01/1982;01/01/2008;H
905978;1;CAMINO;DE LA;TORRE BERMEJA;TORRE BERMEJA;01/01/1986;01/01/2008;H
905979;1;CAMINO;DE;VILLAVERDE A CARABANCHEL;VILLAVERDE A CARABANCHEL;01/01/1982;01/01/2008;H
905982;1;CAMINO;DE LOS;MORALES;MORALES;01/01/1982;01/01/2008;H
905983;1;CAMINO;;VIEJO DE ALCORCON;VIEJO DE ALCORCÓN;01/01/1982;;V
905984;1;CALLE;;SEPTIMA;SÉPTIMA;01/01/1986;01/01/2008;H
905985;2;AVENIDA;DEL;EURO;EURO;27/01/2004;;V
905985;1;CARRETERA;DEL;CEMENTERIO;CEMENTERIO;01/01/1986;27/01/2004;V
905988;1;CAMINO;;VIEJO DE SAN ISIDRO;VIEJO DE SAN ISIDRO;01/01/1986;01/01/2008;H
905991;1;TRAVESÍA;DE;CARCASTILLO;CARCASTILLO;01/01/1986;;V
905992;1;CAMINO;DEL;CEMENTERIO;CEMENTERIO;01/01/1982;27/09/1985;H
905994;1;CALLE;DE;COVATILLAS;COVATILLAS;30/11/1988;;V
905995;1;PASAJE;DE;ANTONIA LANCHA;ANTONIA LANCHA;01/01/1986;;V
905996;1;PASAJE;DE;ANTONIO DE LEYVA;ANTONIO DE LEYVA;01/01/1986;01/01/2007;H
905997;1;CAMINO;DE LA;GRANJA;GRANJA;01/01/1986;01/01/1998;H
905999;1;CAMINO;DE;PRADO OVERA;PRADO OVERA;01/01/1986;27/01/2004;H
906003;1;CAMINO;DE;NAVACHESCAS A CASTREJON;NAVACHESCAS A CASTREJÓN;01/01/1986;;V
906013;1;AVENIDA;;DOS;DOS;01/01/1986;01/01/1991;H
906014;1;ACCESO;A LA;AVDA. DE AMERICA A ESTACION O'DONNELL;AVDA. DE AMÉRICA A ESTACIÓN O'DONNELL;01/01/1986;01/01/2008;H
906015;1;CARRETERA;DE;ACCESO A LA ESTACION DE O'DONNELL;ACCESO A LA ESTACIÓN DE O'DONNELL;01/01/1986;;V
906016;1;PASAJE;DE;BERNEDO;BERNEDO;01/01/1986;30/04/1999;H
906017;1;TRAVESÍA;DE;CANGAS DE ONIS;CANGAS DE ONÍS;01/01/1986;01/01/2008;H
906020;1;TRAVESÍA;;PRIMERA DE VALDECANILLAS;PRIMERA DE VALDECANILLAS;01/01/1986;01/01/2008;H
906021;1;TRAVESÍA;;SEGUNDA DE VALDECANILLAS;SEGUNDA DE VALDECANILLAS;01/01/1986;01/01/2008;H
906022;1;TRAVESÍA;;TERCERA DE VALDECANILLAS;TERCERA DE VALDECANILLAS;01/01/1986;01/01/2008;H
906023;1;TRAVESÍA;;CUARTA DE VALDECANILLAS;CUARTA DE VALDECANILLAS;01/01/1986;01/01/2008;H
906024;1;CAMINO;;VIEJO DE COSLADA A BARAJAS;VIEJO DE COSLADA A BARAJAS;01/01/1982;;V
906028;1;CAMINO;DE;VICALVARO A LA ALAMEDA;VICÁLVARO A LA ALAMEDA;01/01/1982;01/01/2008;H
906036;1;CALLEJÓN;DE;FARNESIO;FARNESIO;01/01/1986;15/05/1991;H
906037;1;CAMINO;;PARTICULAR DE PUENTE TRANCOS;PARTICULAR DE PUENTE TRANCOS;01/01/1953;01/01/2008;H
906039;1;TRAVESÍA;DE;FEBRERO;FEBRERO;01/01/1982;22/06/1989;H
906052;1;CAMINO;DE;POZUELO;POZUELO;01/01/1986;;V
906053;1;PASAJE;DE LA;ESTACION;ESTACIÓN;01/01/1986;01/04/1995;H
906054;1;TRAVESÍA;DE;ARRASTARIA;ARRASTARIA;01/01/1986;30/04/1999;H
906055;1;CALLE;;SIETE;SIETE;01/01/1986;;V
906056;1;CALLE;DE;LA ESTACION;LA ESTACIÓN;01/01/1986;05/11/2014;H
906057;1;CAMINO;DE LA;QUINTA DE LOS MOLINOS;QUINTA DE LOS MOLINOS;01/01/1986;;V
906058;1;TRASERA;DE;E.N.A.S.A.;E.N.A.S.A.;01/01/1986;01/01/2008;H
906059;1;ACCESO;A LA;AVENIDA DE ARAGON;AVENIDA DE ARAGÓN;01/01/1986;01/01/2008;H
906076;1;CAMINO;DE;AMBROZ A LA ALAMEDA;AMBROZ A LA ALAMEDA;01/01/1982;01/01/2008;H
906079;1;CAMINO;DE;PEDREROS;PEDREROS;01/01/1982;;V
906081;1;CAMINO;DE;CANILLAS A COSLADA;CANILLAS A COSLADA;01/01/1982;01/01/2008;H
906083;1;ACCESO;A LA;CARRETERA DE VICALVARO A COSLADA;CARRETERA DE VICÁLVARO A COSLADA;01/01/1986;09/03/1998;H
906087;1;TRASERA;DE LOS;HERBOLARIOS;HERBOLARIOS;01/01/1986;;V
