COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
58150;1;CALLE;DE;ANTONIO GOICOECHEA;ANTONIO GOICOECHEA;31/12/1985;01/01/1986;H
58200;1;CALLE;DE;ANTONIO GOMEZ GALIANA;ANTONIO GÓMEZ GALIANA;01/01/1916;;V
58300;1;CALLE;DE;ANTONIO GONZALEZ ECHARTE;ANTONIO GONZÁLEZ ECHARTE;01/01/1940;;V
58400;1;CALLE;DE;ANTONIO GONZALEZ PORRAS;ANTONIO GONZÁLEZ PORRAS;01/01/1928;;V
58500;1;CALLE;DE;ANTONIO GRILO;ANTONIO GRILO;15/03/1899;;V
58500;2;CALLE;DE LAS;BEATAS;BEATAS;11/01/1835;15/03/1899;V
58600;1;CALLE;DE;ANTONIO GUIJARRO;ANTONIO GUIJARRO;21/06/1949;15/05/1991;H
58700;1;CALLE;DE;ANTONIO GUZMAN;ANTONIO GUZMÁN;02/03/1887;;V
58700;2;CALLE;DE;JAREÑO;JAREÑO;01/01/1887;02/03/1887;V
58725;1;CALLE;DE;ANTONIO INCLAN;ANTONIO INCLÁN;03/11/1929;01/01/2007;H
58800;1;CALLE;DE;ANTONIO JIMENO;ANTONIO JIMENO;09/01/1948;01/01/1978;H
58900;1;CALLE;DE;ANTONIO LAMELAS;ANTONIO LAMELAS;31/12/1985;01/01/1986;H
59000;1;CALLE;DE;ANTONIO LANZUELA;ANTONIO LANZUELA;25/03/1955;;V
59000;2;CALLE;;NUEVA PRIMERA;NUEVA PRIMERA;01/01/1940;25/03/1955;V
59100;2;CARRETERA;DE;TOLEDO;TOLEDO;29/08/1859;18/11/1921;V
59100;1;CALLE;DE;ANTONIO DE LEYVA;ANTONIO DE LEYVA;18/11/1921;;V
59200;1;ACCESO;DE;ANTONIO DE LEYVA;ANTONIO DE LEYVA;31/12/1985;01/01/1986;H
59400;2;CARRETERA;DE;ANDALUCIA;ANDALUCÍA;29/08/1859;13/08/1897;V
59400;1;CALLE;DE;ANTONIO LOPEZ;ANTONIO LÓPEZ;13/08/1897;;V
59425;1;CALLE;DE;ANTONIO LOPEZ AGUADO;ANTONIO LÓPEZ AGUADO;29/07/1982;;V
59450;1;CALLE;DE;ANTONIO LOPEZ TORRES;ANTONIO LÓPEZ TORRES;01/01/1977;;V
59450;2;CALLE;DE;CARMELO LACACI;CARMELO LACACI;01/01/1976;01/01/1977;V
59475;2;CALLE;DE;VALDERRUBIO;VALDERRUBIO;31/05/1968;04/12/1981;V
59475;1;CALLE;DE;ANTONIO MACHADO;ANTONIO MACHADO;04/12/1981;;V
59500;1;CALLE;DE;ANTONIO MARTINEZ;ANTONIO MARTÍNEZ;31/12/1985;01/01/1986;H
59525;2;CALLE;DEL;FIDEO;FIDEO;31/12/1978;01/01/1979;V
59525;1;TRAVESÍA;DE;ANTONIO LOPEZ TORRES;ANTONIO LÓPEZ TORRES;01/01/1979;;V
59550;1;CALLE;DE;ANTONIO MAIRENA;ANTONIO MAIRENA;30/12/1983;;V
59575;1;PLAZA;DE;ANTONIO MARIA SEGOVIA;ANTONIO MARÍA SEGOVIA;28/01/1983;;V
59600;1;CALLE;DE;ANTONIO MAURA;ANTONIO MAURA;24/12/1925;;V
59600;2;CALLE;DE LA;LEALTAD;LEALTAD;12/11/1875;24/12/1925;V
59675;1;CALLE;DE;ANTONIO DE MIGUEL;ANTONIO DE MIGUEL;31/12/1985;01/01/1986;H
59685;1;CALLE;DE;ANTONIO MIRA DE AMESCUA;ANTONIO MIRA DE AMESCUA;28/12/1976;;V
59685;2;CALLE;DE;TALIA;TALÍA;01/01/1976;28/12/1976;V
59700;1;CALLE;DE;ANTONIO MOLINA;ANTONIO MOLINA;31/12/1985;01/01/1986;H
59800;1;CALLE;DE;ANTONIO MORENO;ANTONIO MORENO;09/01/1948;;V
59900;1;CALLE;DE;ANTONIO NEBRIJA;ANTONIO NEBRIJA;28/12/1902;;V
59900;2;CARRERA;DE;TRANSITOS;TRÁNSITOS;01/01/1902;28/12/1902;V
59950;1;TRAVESÍA;DE;ANTONIO NEBRIJA;ANTONIO NEBRIJA;01/01/1958;;V
60000;1;CALLE;DE;ANTONIO PALOMINO;ANTONIO PALOMINO;02/03/1887;;V
60000;2;CALLE;DE;PESQUERA;PESQUERA;01/01/1885;02/03/1887;V
60100;1;CALLE;DE;ANTONIO PANDO;ANTONIO PANDO;31/12/1985;01/01/1986;H
60200;1;CALLE;DE;ANTONIO PEREZ;ANTONIO PÉREZ;02/03/1887;;V
60200;2;CALLE;DEL;CARMEN;CARMEN;01/01/1887;02/03/1887;V
60300;1;CALLE;DE;ANTONIO DE PINEDO;ANTONIO DE PINEDO;18/11/1953;;V
60400;1;CALLE;DE;ANTONIO PIRALA;ANTONIO PIRALA;26/03/1924;;V
60400;2;CALLE;DE;MALAGA;MÁLAGA;01/01/1916;26/03/1924;V
60500;1;CALLE;DE;ANTONIO PONZ;ANTONIO PONZ;30/11/1953;;V
60500;2;CALLE;DE;JACA;JACA;01/01/1953;30/11/1953;V
60600;1;CALLE;DE;ANTONIO PRIETO;ANTONIO PRIETO;09/01/1948;;V
60700;1;CALLE;DE;ANTONIO REIG;ANTONIO REIG;10/11/1950;;V
60800;1;CALLE;DE;ANTONIO RIERA;ANTONIO RIERA;25/03/1955;01/01/2002;H
60900;1;CALLE;DE;ANTONIO RODRIGUEZ;ANTONIO RODRÍGUEZ;01/01/1986;;V
61000;1;CALLE;DE;ANTONIO RODRIGUEZ VILLA;ANTONIO RODRÍGUEZ VILLA;26/03/1924;;V
61000;2;CALLE;;A;A;01/01/1924;26/03/1924;V
61100;1;CALLE;DE;ANTONIO ROMERO;ANTONIO ROMERO;09/01/1948;;V
61200;1;CALLE;DE;ANTONIO RUBIO;ANTONIO RUBIO;01/01/1968;01/01/2002;H
61300;1;CALLE;DE;ANTONIO SALCES;ANTONIO SALCES;01/01/1949;;V
61400;1;CALLE;DE;ANTONIO SALVADOR;ANTONIO SALVADOR;26/04/1940;;V
61400;2;CALLE;DE;CONCEPCION RODRIGUEZ VILLAVERDE;CONCEPCIÓN RODRÍGUEZ VILLAVERDE;25/04/1940;26/04/1940;V
61400;3;CALLE;DE;JUAN JOSE MORATO;JUAN JOSÉ MORATO;09/10/1931;25/04/1940;V
61450;1;CALLE;DE;ANTONIO SANCHA;ANTONIO SANCHA;30/03/1973;;V
61500;1;CALLE;DE;ANTONIO SANFIZ;ANTONIO SANFIZ;28/10/1949;;V
61500;2;CALLE;DE LA;CUESTA SANFIZ;CUESTA SANFIZ;01/01/1949;28/10/1949;V
61600;1;CALLE;DE;ANTONIO SANZANO;ANTONIO SANZANO;01/01/1986;15/05/1991;H
61600;2;CALLE;DE;ENRIQUE SANZANO;ENRIQUE SANZANO;01/01/1986;01/01/1986;H
61600;3;CALLE;DE;ESTEBAN SANZANO;ESTEBAN SANZANO;01/01/1986;01/01/1986;H
61600;4;CALLE;DE;FRANCISCO SANZANO;FRANCISCO SANZANO;01/01/1986;01/01/1986;H
61700;1;CALLE;DE;ANTONIO TOLEDANO;ANTONIO TOLEDANO;01/01/1935;;V
61800;1;CALLE;DE;ANTONIO TORREGO;ANTONIO TORREGO;31/12/1985;01/01/1986;H
61900;1;CALLE;DE;ANTONIO ULLOA;ANTONIO ULLOA;26/03/1924;;V
61900;2;CALLE;;D;D;01/01/1916;26/03/1924;V
62000;1;CALLE;DE;ANTONIO UROSA;ANTONIO UROSA;09/01/1948;16/02/2010;H
62100;1;CALLE;DE;ANTONIO VACAS;ANTONIO VACAS;01/01/1971;01/01/1982;H
62150;1;CALLE;DE;ANTONIO VELASCO ZAZO;ANTONIO VELASCO ZAZO;30/12/1969;;V
62150;2;CALLE;DE;IGNACIO SANTOS;IGNACIO SANTOS;02/07/1954;30/12/1969;V
62200;1;CALLE;DE;ANTONIO VICENT;ANTONIO VICENT;03/11/1923;;V
62300;1;CALLE;DE;ANTONIO VICO;ANTONIO VICO;26/03/1924;;V
62300;2;CALLE;;A;A;01/01/1924;26/03/1924;V
62400;1;CALLE;DE;ANTONIO ZAMORA;ANTONIO ZAMORA;26/04/1940;;V
62400;2;CALLE;DEL;DOCTOR VILLA;DOCTOR VILLA;26/03/1924;26/04/1940;V
62500;1;CALLE;DE;ANTONIO ZAPATA;ANTONIO ZAPATA;02/03/1887;;V
62500;2;CALLE;DEL;SOMBRERO;SOMBRERO;01/01/1887;02/03/1887;V
62600;1;CALLE;DE;ANTOÑITA JIMENEZ;ANTOÑITA JIMÉNEZ;09/01/1948;;V
62700;1;CALLE;DE LA;ANTRACITA;ANTRACITA;14/07/1950;;V
62700;2;CALLE;;DOS;DOS;01/01/1949;14/07/1950;V
62800;1;CALLE;DE LA;ANUNCIACION;ANUNCIACIÓN;30/09/1953;;V
62900;1;CALLE;DE;ANZUOLA;ANZUOLA;01/01/1949;;V
63000;1;CALLE;DE LA;AÑAFIL;AÑAFIL;02/07/1954;;V
63100;1;CALLE;DE;AÑASTRO;AÑASTRO;14/01/1949;;V
63100;2;CALLE;DE;TREVIÑO;TREVIÑO;14/01/1949;15/01/1949;V
63150;1;CALLE;DE;AÑORBE;AÑORBE;14/11/1956;15/05/1991;H
63200;1;CALLE;DE LOS;APAREJADORES;APAREJADORES;09/03/1962;;V
63250;1;CALLE;DEL;APEADERO;APEADERO;31/12/1985;01/01/1986;H
63300;1;CALLE;DE;APODACA;APODACA;11/10/1875;;V
63400;1;CALLE;DE;APOLINAR FERNANDEZ GREDILLA;APOLINAR FERNÁNDEZ GREDILLA;01/01/1947;01/01/1999;H
63500;2;CALLE;DE;SAN JOAQUIN;SAN JOAQUÍN;24/06/1949;14/07/1950;V
63500;1;CALLE;DE;APOLO;APOLO;14/07/1950;;V
63600;1;CALLE;DE;APOLONIO MORALES;APOLONIO MORALES;14/11/1947;;V
63700;1;CALLE;DEL;APOSTOL SANTIAGO;APÓSTOL SANTIAGO;14/06/1946;;V
63700;2;CALLE;DE;TOMAS CUESTA;TOMÁS CUESTA;01/01/1946;14/06/1946;V
63800;1;AVENIDA;DE LOS;APOSTOLES;APÓSTOLES;16/11/1955;;V
63900;1;CALLE;DE LOS;APRENDICES;APRENDICES;09/03/1962;;V
63950;1;CALLE;DE;AQUILES;AQUILES;01/01/1976;;V
64000;1;CALLE;DE;AQUILINO DOMINGUEZ;AQUILINO DOMÍNGUEZ;27/06/1941;;V
64000;2;CALLE;DE;AYLLON DOMINGUEZ;AYLLÓN DOMÍNGUEZ;03/11/1923;27/06/1941;V
64050;1;CALLE;DE;ARABELL;ARABELL;30/06/1969;;V
64100;1;CALLE;DE;ARACATACA;ARACATACA;01/01/1964;;V
64200;1;CALLE;DE;ARACENA;ARACENA;19/12/1956;;V
64300;1;CALLE;DE;ARAGON;ARAGÓN;01/01/1958;;V
64400;1;AVENIDA;DE;ARAGON;ARAGÓN;07/04/1965;;V
64400;2;CARRETERA;DE;ARAGON;ARAGÓN;06/04/1965;07/04/1965;V
64500;1;PLAZA;DE;ARAGON;ARAGÓN;01/01/1980;;V
64550;1;CALLE;DE LOS;ARAGONESES;ARAGONESES;22/07/1983;;V
64600;1;CALLE;DE;ARAIZ;ARAIZ;19/12/1956;;V
64700;1;CALLE;DE;ARALAR;ARALAR;18/12/1926;;V
64800;1;CALLE;DEL;ARALIA;ARALIA;04/11/1955;;V
64825;1;CALLE;DE;ARAMA;ARAMA;29/03/1985;;V
64850;1;CALLE;DE;ARAMAYONA;ARAMAYONA;31/05/1974;;V
64900;1;CALLE;DE;ARAMIS;ARAMIS;01/01/1928;;V
65000;1;CALLE;DE;ARAMUNT;ARAMUNT;19/12/1956;;V
65100;1;CALLE;DE;ARANDA;ARANDA;31/12/1985;01/01/1986;H
65200;1;CALLE;DE;ARANDA DE DUERO;ARANDA DE DUERO;02/10/1953;01/01/1998;H
65250;1;CALLE;DE;ARANDIGA;ARÁNDIGA;30/06/1969;;V
65300;1;CALLE;DE;ARANDILLA;ARANDILLA;19/12/1956;;V
65400;1;CALLE;DE;ARANJUEZ;ARANJUEZ;01/01/1916;;V
65500;1;CALLE;DE;ARANO;ARANO;14/11/1956;15/05/1991;H
65600;1;CALLE;DE;ARANZAZU;ARÁNZAZU;01/01/1971;;V
65700;1;CALLE;DE;ARANZO;ARANZO;19/12/1956;;V
65800;1;CALLE;DE;ARANZUEQUE;ARANZUEQUE;19/12/1956;;V
65900;1;CALLE;DE;ARAPILES;ARAPILES;29/08/1859;;V
65905;1;PARTICULAR;DE;ARAPILES;ARAPILES;31/12/1985;01/01/1986;H
66000;1;CALLE;DE;ARAQUIL;ARAQUIL;19/12/1956;;V
66050;1;CALLE;DE;ARASCUES;ARASCUÉS;30/06/1969;;V
66100;1;PLAZA;DE;ARATOCA;ARATOCA;01/01/1964;;V
66200;1;CALLE;DEL;ARAUCA;ARAUCA;01/01/1964;;V
66300;1;CALLE;DE LA;ARAUCARIA;ARAUCARIA;20/02/1948;;V
66300;2;CALLE;DE;SERRANO;SERRANO;01/01/1929;20/02/1948;V
66400;1;CALLE;DE;ARAVACA;ARAVACA;28/12/1944;;V
66400;2;CALLE;DE;OQUENDO;OQUENDO;01/01/1944;28/12/1944;V
66500;1;CALLE;DE;ARAZURI;ARAZURI;01/01/1986;15/05/1991;H
66550;2;CAMINO;DE LA;ARBOLEDA;ARBOLEDA;31/12/1976;01/01/1977;V
66550;1;CALLE;DE LA;ARBOLEDA;ARBOLEDA;01/01/1977;;V
66551;1;CALLE;DE LOS;ARBOLES;ÁRBOLES;30/11/1988;;V
66555;1;CALLE;DE LAS;ARBUCIAS;ARBUCIAS;21/04/1978;;V
66555;2;CALLE;DE LAS;VIÑAS;VIÑAS;10/11/1950;21/04/1978;V
66560;1;CALLE;DEL;ARCANGEL SAN GABRIEL;ARCÁNGEL SAN GABRIEL;31/12/1985;01/01/1986;H
66600;1;CALLE;DEL;ARCANGEL SAN RAFAEL;ARCÁNGEL SAN RAFAEL;16/11/1955;;V
66650;1;CALLE;DE;ARCAUTE;ARCAUTE;31/05/1974;;V
66700;1;AVENIDA;DE;ARCENTALES;ARCENTALES;22/02/1961;;V
66800;1;GLORIETA;DE;ARCENTALES;ARCENTALES;01/01/1986;;V
66900;1;CALLE;DE;ARCHANDA;ARCHANDA;01/01/1954;;V
67000;1;CALLE;DE;ARCHIDONA;ARCHIDONA;14/11/1956;;V
67100;1;CALLE;DEL;ARCHIPIELAGO;ARCHIPIÉLAGO;14/07/1950;;V
67200;1;CALLE;DEL;ARCHIVO;ARCHIVO;22/07/1949;;V
67300;1;CALLE;DE LA;ARCILLA;ARCILLA;29/09/1954;;V
67400;1;CALLE;DE;ARCINIEGA;ARCINIEGA;22/02/1961;;V
67500;1;CALLE;DEL;ARCIPRESTE DE HITA;ARCIPRESTE DE HITA;14/01/1949;;V
67600;2;CALLEJÓN;DEL;INFIERNO;INFIERNO;11/01/1835;01/01/1840;V
67600;1;CALLE;DEL;ARCO DEL TRIUNFO;ARCO DEL TRIUNFO;01/01/1840;;V
67700;2;AVENIDA;DEL;ARCO DE LA VICTORIA;ARCO DE LA VICTORIA;17/02/1999;04/05/2017;V
67700;3;AVENIDA;DE LA;MEMORIA;MEMORIA;04/05/2017;;V
67700;1;AVENIDA;DE LA;VICTORIA;VICTORIA;01/01/1947;17/02/1999;V
67750;1;CALLE;DE LOS;ARCOS;ARCOS;01/01/1973;;V
67800;1;CALLE;DE;ARCOS DE LA FRONTERA;ARCOS DE LA FRONTERA;22/02/1961;;V
67800;2;CALLE;DE;SAGITARIO;SAGITARIO;01/01/1961;22/02/1961;V
67900;1;CALLE;DE;ARCOS DE JALON;ARCOS DE JALÓN;22/02/1961;;V
68000;1;CALLE;DE;ARDALES;ARDALES;22/02/1961;;V
68000;2;CALLE;DE;ARIES;ARIES;01/01/1961;22/02/1961;V
68100;1;CALLE;DE;ARDEMANS;ARDEMANS;02/03/1887;;V
68200;1;CALLE;DE;ARECHAVALETA;ARECHAVALETA;22/02/1961;;V
68225;1;TRAVESÍA;DE;ARECHAVALETA;ARECHAVALETA;01/01/1977;;V
68300;1;CALLE;DEL;ARENAL;ARENAL;11/01/1835;;V
68400;1;TRAVESÍA;DEL;ARENAL;ARENAL;27/07/1941;;V
68400;3;TRAVESÍA;DEL;ARENAL;ARENAL;25/08/1853;04/05/1934;V
68400;2;CALLE;DE;LUIS DIAZ COBEÑA;LUIS DÍAZ COBEÑA;04/05/1934;27/07/1941;V
68500;1;CALLE;DEL;ARENAL DE MAUDES;ARENAL DE MAUDES;14/11/1947;;V
68500;2;CAMINO;DEL;ARENAL DE MAUDES;ARENAL DE MAUDES;01/01/1947;14/11/1947;V
68600;1;CALLE;DE LAS;ARENAS;ARENAS;01/01/1972;;V
68700;1;PLAZA;DE;ARENAS;ARENAS;02/10/1984;03/10/1984;H
68800;1;CALLE;DE;ARENAS DE IGUÑA;ARENAS DE IGUÑA;05/08/1960;;V
68900;1;CALLE;DE;ARENAS Y NAVARRO;ARENAS Y NAVARRO;01/01/1986;;V
69000;1;CALLE;DE;ARENAS DEL REY;ARENAS DEL REY;07/05/1984;;V
69100;1;CALLE;DE;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;31/10/1969;;V
69100;2;CAMINO;DE;BOADILLA DEL MONTE;BOADILLA DEL MONTE;01/01/1969;31/10/1969;V
69175;1;CALLE;DE LOS;ARENEROS;ARENEROS;01/03/1982;01/01/2008;H
69200;2;CALLE;DE LA;AVUTARDA;AVUTARDA;12/03/1952;08/01/1954;V
69200;3;CALLE;DEL;HOSPITAL;HOSPITAL;09/01/1948;12/03/1952;V
69200;1;CALLE;DE;AREVALO;ARÉVALO;08/01/1954;;V
69300;1;CALLE;DE;AREVALO LARA;ARÉVALO LARA;01/10/1976;;V
69400;1;PLAZA;DE;ARFARIAIN;ARFARIÁIN;14/11/1956;15/05/1991;H
69500;1;CALLE;DE;LOS ARFE;LOS ARFE;25/03/1955;;V
69500;2;CALLE;;A;A;17/08/1949;25/03/1955;V
69600;1;CALLE;DEL;ARGA;ARGA;29/04/1936;;V
69700;1;CALLE;DE;ARGAMASILLA;ARGAMASILLA;22/02/1961;30/09/1991;H
69800;1;CALLE;DE;ARGANDA;ARGANDA;28/12/1944;;V
69803;1;CARRETERA;DE;ARGANDA;ARGANDA;31/12/1985;01/01/1986;H
69900;1;CALLE;DE LA;ARGANZUELA;ARGANZUELA;11/01/1835;;V
70000;1;CALLE;DE;ARGENSOLA;ARGENSOLA;06/07/1874;;V
70000;2;CALLE;DE;GUTENBERG;GUTENBERG;01/01/1869;06/07/1874;V
70050;1;CALLE;DE;ARGENTA;ARGENTA;01/01/1973;;V
70100;1;CALLE;DE;ARGENTE;ARGENTE;01/01/1929;;V
70300;1;CALLE;DE;ARGENTINA;ARGENTINA;17/08/1949;;V
70500;1;CALLE;DE;ARGENTONA;ARGENTONA;22/02/1961;;V
70600;1;CALLE;DE;ARGOLO;ARGOLO;31/12/1985;01/01/1986;H
70700;2;CALLE;;TRANSVERSAL SEGUNDA;TRANSVERSAL SEGUNDA;24/06/1949;14/07/1950;V
70700;1;CALLE;DE;ARGOS;ARGOS;14/07/1950;;V
70800;1;PLAZA;DE;ARGÜELLES;ARGÜELLES;21/01/1960;;V
70900;1;CALLE;DE;ARGÜESO;ARGÜESO;09/01/1948;;V
70903;1;PLAZA;DE;ARGÜESO;ARGÜESO;31/12/1985;01/01/1986;H
71000;1;CALLE;DE;ARGUMOSA;ARGUMOSA;16/05/1875;;V
71000;2;CALLE;;GRAN VIA;GRAN VIA;01/01/1875;16/05/1875;V
71100;1;CALLE;DE;ARIAS MONTANO;ARIAS MONTANO;29/04/1932;;V
71200;2;CALLE;DE;GARCIA MORATO;GARCÍA MORATO;18/11/1949;14/07/1950;V
71200;1;CALLE;DE;ARIES;ARIES;14/07/1950;;V
71300;1;CALLE;DE;ARISTOTELES;ARISTÓTELES;26/06/1967;;V
71400;1;CALLE;DE;ARISTRIGUI;ARISTRIGUI;14/11/1956;15/05/1991;H
71500;1;CALLE;DE;ARIZA;ARIZA;12/11/1956;;V
71500;2;CALLE;;C;C;11/11/1956;12/11/1956;V
71600;1;CALLE;DE;ARJONA;ARJONA;22/02/1961;;V
71600;2;CALLE;DE;ACUARIO;ACUARIO;01/01/1961;22/02/1961;V
71700;2;CALLE;DE LOS;GITANOS;GITANOS;11/01/1835;06/11/1882;V
71700;1;CALLE;DE;ARLABAN;ARLABÁN;06/11/1882;;V
71800;1;CALLE;DEL;ARLANZA;ARLANZA;22/02/1961;;V
71900;1;CALLE;DE;ARMAIRAN;ARMAIRÁN;14/11/1956;15/05/1991;H
72000;1;CALLE;DE;ARMANDO PALACIO VALDES;ARMANDO PALACIO VALDÉS;19/11/1953;;V
72100;1;CALLE;DE LAS;ARMAS;ARMAS;07/08/1964;;V
72200;1;CALLE;DE;ARMENGOT;ARMENGOT;01/01/1898;;V
72300;1;CALLE;DE;ARMENTEROS;ARMENTEROS;22/02/1961;;V
72400;2;PLAZUELA;DE LA;ARMERIA;ARMERÍA;11/01/1835;01/01/1881;V
72400;1;PLAZA;DE LA;ARMERIA;ARMERÍA;01/01/1881;;V
72500;1;PLAZA;DE;ARMILLA;ARMILLA;27/01/1954;;V
72600;1;CALLE;DE;ARMINDA PEREZ;ARMINDA PÉREZ;01/01/1960;12/04/1991;H
72700;1;CALLE;DE;ARMINZA;ARMINZA;01/01/1971;;V
72800;2;CALLE;DE LA;NUEVA ESPAÑA;NUEVA ESPAÑA;24/06/1949;14/07/1950;V
72800;1;CALLE;DE LA;ARMONIA;ARMONÍA;14/07/1950;;V
72825;1;CALLE;DE;ARNEDILLO;ARNEDILLO;21/04/1978;;V
72825;2;CALLE;DE LAS;MAGDALENAS;MAGDALENAS;10/11/1950;21/04/1978;V
72890;1;CALLE;DE;ARNEDO;ARNEDO;31/12/1985;01/01/1986;H
72900;2;CALLE;DE;ARNEDO;ARNEDO;28/10/1991;;V
72900;1;CALLEJÓN;DE;ARNEDO;ARNEDO;02/10/1953;28/10/1991;V
72900;3;CALLEJÓN;DE LA;PLAZA DE ESPAÑA;PLAZA DE ESPAÑA;01/01/1942;02/10/1953;V
72925;1;AVENIDA;DE LOS;ARQUEROS;ARQUEROS;06/04/1983;;V
72975;2;CALLE;DEL;ARQUITECTO GAUDI;ARQUITECTO GAUDÍ;27/02/1969;;V
72975;1;CALLE;;I;I;01/01/1969;27/02/1969;V
72985;1;CALLE;DEL;ARQUITECTO LOPEZ OTERO;ARQUITECTO LÓPEZ OTERO;01/01/1971;;V
73000;1;CALLE;DE LA;ARQUITECTURA;ARQUITECTURA;14/07/1950;;V
73025;1;CALLE;DE;ARRASTARIA;ARRASTARIA;31/05/1974;;V
73050;1;CALLE;DE LOS;ARRAYANES;ARRAYANES;28/06/1974;;V
73050;2;CALLE;DE;PINGANILLOS;PINGANILLOS;27/06/1974;28/06/1974;V
73100;1;CALLE;DEL;ARRECIFE;ARRECIFE;14/07/1950;;V
73100;2;CALLE;;Nº 8 ( COLONIA MANZANARES );Nº 8 ( COLONIA MANZANARES );01/01/1950;14/07/1950;V
73200;1;CALLE;DE;ARREGUI Y ARUEJ;ARREGUI Y ARUEJ;01/01/1898;;V
73300;1;CALLE;DE;ARRIAGA;ARRIAGA;01/01/1958;;V
73400;2;CALLE;DE;IPARRAGUIRRE;IPARRAGUIRRE;31/12/1976;01/01/1977;V
73400;1;PASAJE;DE;ARRIAGA;ARRIAGA;01/01/1977;;V
73500;1;CALLE;DE;ARRIAZA;ARRIAZA;01/01/1886;;V
73600;2;PLAZA;DE;BLASCO IBAÑEZ;BLASCO IBÁÑEZ;31/12/1946;01/01/1947;V
73600;3;PLAZA;DE LA;CHARCA VERDE;CHARCA VERDE;04/05/2017;;V
73600;1;PLAZA;DE;ARRIBA ESPAÑA;ARRIBA ESPAÑA;01/01/1947;04/05/2017;V
73700;1;CALLE;DE;ARRIETA;ARRIETA;16/11/1894;;V
73700;2;CALLE;DE LA;BIBLIOTECA;BIBLIOTECA;11/01/1835;16/11/1894;V
73800;1;CALLE;DEL;ARROYO;ARROYO;01/01/1929;;V
73850;1;CALLE;DEL;ARROYO;ARROYO;01/01/1971;01/09/1981;H
73900;1;TRAVESÍA;DEL;ARROYO;ARROYO;01/01/1929;;V
74100;1;CALLE;DEL;ARROYO BELINCOSO;ARROYO BELINCOSO;08/02/1961;;V
74200;1;CALLE;DEL;ARROYO BUENO;ARROYO BUENO;01/10/1969;;V
74405;1;TRAVESÍA;DEL;ARROYO DE LAS CAÑAS;ARROYO DE LAS CAÑAS;31/12/1981;01/01/1982;H
74500;1;CALLE;DEL;ARROYO CLAUDIETA;ARROYO CLAUDIETA;31/12/1985;01/01/1986;H
74600;1;CALLE;DEL;ARROYO DE LOS CHOPOS;ARROYO DE LOS CHOPOS;31/12/1985;01/01/1986;H
74650;1;CALLE;DEL;ARROYO DEL CUERVO;ARROYO DEL CUERVO;31/12/1985;01/01/1986;H
74700;1;CALLE;DEL;ARROYO DE LA ELIPA;ARROYO DE LA ELIPA;01/01/1950;;V
74750;1;CALLE;DEL;ARROYO DE LA ERMITA;ARROYO DE LA ERMITA;31/12/1985;01/01/1986;H
74800;1;CALLE;DEL;ARROYO FONTARRON;ARROYO FONTARRÓN;08/02/1961;;V
74950;1;CALLE;DEL;ARROYO DEL FUELLE;ARROYO DEL FUELLE;31/12/1985;01/01/1986;H
75050;1;CALLE;DEL;ARROYO DE LA GRANJA;ARROYO DE LA GRANJA;31/12/1985;01/01/1986;H
75075;1;CALLE;DEL;ARROYO HUERTA DE SOLER;ARROYO HUERTA DE SOLER;31/12/1985;01/01/1986;H
75100;1;CALLE;DEL;ARROYO DE LUCHE;ARROYO DE LUCHE;31/12/1985;01/01/1986;H
75200;1;CALLE;DEL;ARROYO DE LUQUE;ARROYO DE LUQUE;01/01/1969;15/05/1991;H
75250;1;CALLE;DEL;ARROYO MAZACOTE;ARROYO MAZACOTE;31/12/1985;01/01/1986;H
75300;1;CALLE;DEL;ARROYO DE LA MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA;08/02/1961;;V
75350;1;CALLE;DEL;ARROYO DEL MOLINO;ARROYO DEL MOLINO;31/12/1985;01/01/1986;H
75400;1;CALLE;DEL;ARROYO DE LAS MORERAS;ARROYO DE LAS MORERAS;22/12/1950;01/01/1986;H
75450;1;CALLE;DEL;ARROYO NUEVO;ARROYO NUEVO;31/12/1985;01/01/1986;H
75500;1;CALLE;DEL;ARROYO DEL OLIVAR;ARROYO DEL OLIVAR;14/10/1953;;V
75600;1;CALLEJÓN;DEL;ARROYO DEL OLIVAR;ARROYO DEL OLIVAR;31/12/1985;01/01/1986;H
75700;2;CALLE;DE;JOSEFA PRIETO;JOSEFA PRIETO;31/12/1968;01/01/1969;V
75700;1;CALLE;DEL;ARROYO OPAÑEL;ARROYO OPAÑEL;01/01/1969;;V
75800;1;CALLE;DEL;ARROYO DE LAS PAVAS;ARROYO DE LAS PAVAS;22/02/1961;;V
75900;1;CALLE;DEL;ARROYO PEDERNALES;ARROYO PEDERNALES;31/12/1985;01/01/1986;H
75950;1;CALLE;DEL;ARROYO DE LAS PIEDRAS;ARROYO DE LAS PIEDRAS;31/12/1985;01/01/1986;H
76000;1;CALLE;DEL;ARROYO DE LAS PILILLAS;ARROYO DE LAS PILILLAS;08/02/1961;;V
76100;1;CALLE;DEL;ARROYO DE LA PLATA;ARROYO DE LA PLATA;01/01/1986;01/01/2008;H
76201;1;CALLE;DEL;ARROYO DE POZUELO;ARROYO DE POZUELO;30/11/1988;;V
