tipo_bloque,C,50;TIPO,C,254;VIA_CLASE,C,254;VIA_PAR,C,254;VIA_NOMBRE,C,254;CLASE_APP,C,254;NUMERO,N,10,0;COD_NDP,N,10,0;DISTRITO,N,10,0;BARRIO,N,10,0;X_UTM,N,19,11;Y_UTM,N,19,11
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+340;28NC34ALUM01;8;3;439206,6175;4481092,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+340;28NC34ALUM03;8;3;439217,6368;4481087,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+350;28NC35ALUM02;8;3;439223,8496;4481082,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+360;28NC36ALUM01;8;3;439287,6259;4481018,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+370;28NC37ALUM01;8;3;439230,8408;4481111,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+370;28NC37ALUM02;8;3;439238,7614;4481104,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+380;28NC38ALUM01;8;3;439286,5215;4481051,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+380;28NC38ALUM02;8;3;439240,2209;4481095,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+400;28NC40ALUM01;8;3;439254,5261;4481121,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+400;28NC40ALUM03;8;3;439269,5482;4481109,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+400;28NC40ALUM04;8;3;439285,9022;4481084,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+430;28NC43ALUM02;8;3;439284,4199;4481120,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+450;28NC45ALUM01;8;4;439298,3328;4481141,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+460;28NC46ALUM01;8;4;439264,7735;4481186,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+470;28NC47ALUM01;8;4;439318,0895;4481162,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+470;28NC47ALUM02;8;4;439296,3707;4481172,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+500;28NC50ALUM01;8;4;439336,1769;4481179,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+500;28NC50ALUM02;8;4;439343,835;4481173,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+510;28NC51ALUM01;8;4;439354,7368;4481169,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+530;28NC53ALUM01;8;4;439374,6995;4481189,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+540;28NC54ALUM01;8;4;439376,7926;4481195,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+550;28NC55ALUM01;8;4;439396,315;4481187,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+560;28NC56ALUM01;8;4;439423,1304;4481200,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+590;28NC59ALUM01;8;4;439435,8059;4481229,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+610;28NC61ALUM01;8;4;439449,1131;4481213,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+640;28NC64ALUM01;8;4;439459,5074;4481240,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;FL - Fluorescente.;AUTOVIA;;M-30;KM;28+640;28NC64ALUM02;8;4;439477,5755;4481227,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+660;28NC66ALUM01;8;4;439480,2994;4481251,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+680;28NC68ALUM01;8;4;439499,6858;4481263,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+680;28NC68ALUM02;8;4;439503,5012;4481249,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+680;28NC68ALUM03;8;4;439506,3671;4481240,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+700;28NC70ALUM01;8;4;439518,9234;4481271,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+710;28NC71ALUM01;8;4;439527,1949;4481261,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+710;28NC71ALUM02;8;4;439535,1531;4481254,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+730;28NC73ALUM01;8;4;439542,5856;4481269,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+750;28NC75ALUM01;8;4;439566,7025;4481286,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+750;28NC75ALUM02;8;4;439578,2795;4481264,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+780;28NC78ALUM01;8;4;439600,5054;4481272,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+790;28NC79ALUM01;8;4;439594,0833;4481296,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+800;28NC80ALUM01;8;4;439621,0222;4481269,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - Palmera.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+810;28NC81ALUM01;8;4;439607,8351;4481322,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+810;28NC81ALUM02;8;4;439625,8627;4481298,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+830;28NC83ALUM01;8;4;439631,9697;4481318,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+830;28NC83ALUM02;8;4;439645,9378;4481285,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+840;28NC84ALUM01;8;4;439644,8494;4481303,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+850;28NC85ALUM01;8;4;439663,2941;4481290,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+860;28NC86ALUM01;8;4;439663,6175;4481308,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+860;28NC86ALUM02;8;4;439680,5282;4481294,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+870;28NC87ALUM01;8;4;439682,7014;4481313,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+880;28NC88ALUM01;8;4;439697,8231;4481298,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+890;28NC89ALUM01;8;4;439688,2478;4481333,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+890;28NC89ALUM02;8;4;439701,456;4481318,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+910;28NC91ALUM01;8;4;439714,971;4481303,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+920;28NC92ALUM01;8;4;439720,4227;4481322,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+930;28NC93ALUM01;8;4;439732,3638;4481307,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+930;28NC93ALUM02;8;4;439729,9784;4481318,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+940;28NC94ALUM01;8;4;439735,836;4481343,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+940;28NC94ALUM02;8;4;439739,4827;4481327,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+950;28NC95ALUM01;8;4;439749,5961;4481311,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+960;28NC96ALUM01;8;4;439758,2968;4481332,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+960;28NC96ALUM02;8;4;439762,2608;4481326,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+970;28NC97ALUM01;8;4;439763,398;4481342,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+970;28NC97ALUM02;8;4;439766,8992;4481316,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+980;28NC98ALUM01;8;4;439777,2471;4481337,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+990;28NC99ALUM01;8;4;439784,1942;4481320,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+990;28NC99ALUM02;8;4;439794,4087;4481334,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+000;28XC00ALUM01;8;3;438930,6183;4480901,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+030;28XC03ALUM01;8;3;438951,9054;4480918,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+040;28XC04ALUM02;8;3;438934,8374;4480956,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+060;28XC06ALUM01;8;3;438973,1926;4480936,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+060;28XC06ALUM02;8;3;438952,9406;4480969,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+080;28XC08ALUM01;8;3;438993,7457;4480954,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+080;28XC08ALUM02;8;3;438967,652;4480981,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+090;28XC09ALUM02;8;3;438977,7503;4480988,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+110;28XC11ALUM01;8;3;439016,5011;4480974,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+120;28XC12ALUM02;8;3;438999,3435;4481005,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+130;28XC13ALUM02;8;3;439005,6939;4481009,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+140;28XC14ALUM01;8;3;439038,5222;4480990,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+160;28XC16ALUM01;8;3;439033,228;4481031,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+170;28XC17ALUM01;8;3;439057,6073;4481007,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+170;28XC17ALUM02;8;3;439039,9956;4481036,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+200;28XC20ALUM01;8;3;439086,969;4481029,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+240;28XC24ALUM01;8;3;439112,5435;4481049,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+240;28XC24ALUM02;8;3;439101,0726;4481070,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+270;28XC27ALUM01;8;3;439120,8298;4481085,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+280;28XC28ALUM01;8;3;439141,7947;4481074,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+290;28XC29ALUM01;8;3;439140,5868;4481101,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+310;28XC31ALUM01;8;3;439169,3622;4481098,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+320;28XC32ALUM01;8;3;439160,3439;4481117,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+340;28XC34ALUM01;8;3;439189,9656;4481114,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+340;28XC34ALUM02;8;3;439180,101;4481133,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+370;28XC37ALUM01;8;3;439214,8823;4481135,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+370;28XC37ALUM02;8;3;439200,4954;4481147,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+390;28XC39ALUM01;8;3;439211,9673;4481170,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+390;28XC39ALUM02;8;3;439226,8909;4481154,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+400;28XC40ALUM01;8;3;439225,5814;4481145,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+400;28XC40ALUM02;8;3;439228,8565;4481181,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+400;28XC40ALUM03;8;3;439246,8321;4481137,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+410;28XC41ALUM01;8;3;439241,1209;4481169,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+500;28XC50ALUM01;8;3;439322,0834;4481203,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+520;28XC52ALUM01;8;3;439327,7708;4481229,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+520;28XC52ALUM02;8;3;439339,8398;4481223,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+540;28XC54ALUM01;8;3;439349,6091;4481235,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+550;28XC55ALUM01;8;3;439365,6427;4481229,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+560;28XC56ALUM01;8;3;439381,5866;4481251,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+560;28XC56ALUM02;8;3;439377,9442;4481240,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+580;28XC58ALUM02;8;3;439396,9805;4481246,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+600;28XC60ALUM01;8;3;439402,4717;4481263,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+600;28XC60ALUM02;8;3;439401,8344;4481253,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+640;28XC64ALUM01;8;3;439444,8982;4481266,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+640;28XC64ALUM02;8;3;439452,6253;4481287,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+660;28XC66ALUM01;8;3;439465,9704;4481276,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+670;28XC67ALUM01;8;3;439477,3961;4481300,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+680;28XC68ALUM01;8;3;439487,0956;4481286,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+700;28XC70ALUM01;8;3;439504,8914;4481293,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+700;28XC70ALUM02;8;3;439511,7546;4481317,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+710;28XC71ALUM01;8;3;439510,8662;4481306,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+730;28XC73ALUM01;8;3;439528,3463;4481315,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+760;28XC76ALUM01;8;3;439545,6975;4481345,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+760;28XC76ALUM02;8;3;439552,6987;4481324,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+780;28XC78ALUM01;8;3;439569,1785;4481354,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+790;28XC79ALUM01;8;3;439578,764;4481334,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+820;28XC82ALUM01;8;4;439607,483;4481368,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+820;28XC82ALUM02;8;4;439624,5916;4481353,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+820;28XC82ALUM03;8;4;439607,734;4481348,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+830;28XC83ALUM01;8;4;439625,9473;4481339,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+840;28XC84ALUM01;8;4;439627,015;4481373,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+840;28XC84ALUM02;8;4;439638,738;4481357,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+840;28XC84ALUM03;8;4;439649,7659;4481367,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+850;28XC85ALUM01;8;4;439650,4637;4481387,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+860;28XC86ALUM01;8;4;439646,4908;4481378,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+860;28XC86ALUM02;8;4;439651,6088;4481360,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+870;28XC87ALUM01;8;4;439678,9176;4481396,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+880;28XC88ALUM01;8;4;439665,728;4481383,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+880;28XC88ALUM02;8;4;439671,1145;4481364,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+890;28XC89ALUM01;8;4;439682,4744;4481351,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+890;28XC89ALUM02;8;4;439736,7955;4481410,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+900;28XC90ALUM01;8;4;439686,1859;4481388,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+900;28XC90ALUM02;8;4;439691,3775;4481370,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+910;28XC91ALUM01;8;4;439749,5082;4481414,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP - Báculo pequeño.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+910;28XC91ALUM02;8;4;439683,1243;4481376,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+920;28XC92ALUM01;8;4;439766,9596;4481418,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+920;28XC92ALUM02;8;4;439710,9828;4481375,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI - Villa.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;28+920;28XC92ALUM03;8;4;439706,1466;4481392,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
