COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;VIA_NOMBRE_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;VIA_NOMBRE_TERMINA
31002035;CALLE;DE;ALBERT CAMUS;00408200;CALLE;DE;JOSEFA FERNÁNDEZ BUTERGA;58400;CALLE;DE;ANTONIO GONZÁLEZ PORRAS
00017200;CALLE;DE;ALBERTO AGUILERA;00651100;GLORIETA;DE;RUIZ JIMÉNEZ;610000;CALLE;DE LA;PRINCESA
00017300;AVENIDA;DE;ALBERTO ALCOCER;00227600;PLAZA;DE;CUZCO;110900;CALLE;DE;BOLIVIA
00017400;CALLE;DE;ALBERTO BOSCH;00651000;CALLE;DE;RUIZ DE ALARCÓN;27500;CALLE;DE;ALFONSO XII
31001914;CALLE;DE;ALBERTO DE PALACIO;31000068;AVENIDA;DE;NICETO ALCALÁ ZAMORA;31003570;GLORIETA;DE;PEDRO CASARIEGO
00017550;CALLE;DE;ALBERTO INSÚA;00436050;CALLE;DE;LEOPOLDO ALAS CLARÍN;648750;CALLE;DE;ROSALÍA DE CASTRO
00017600;CALLE;DE;ALBERTO LEÓN PERALTA;00171500;PLAZA;;CIRCULAR;362100;CALLE;DE LA;HIEDRA
00017700;CALLE;DE;ALBERTO MARCOS;00618800;CALLE;DEL;PUERTO DE PORZUNA;638300;CALLE;DE;LA REVOLTOSA
00017800;CALLE;DE;ALBERTO MARTÍN ARTAJO;00491000;CALLE;DE;MARTÍNEZ IZQUIERDO;418000;CALLE;DE;JUAN DE LOS RÍOS
00017900;CALLE;DE;ALBERTO PALACIOS;00018100;PASEO;DE;ALBERTO PALACIOS;247700;CALLE;DE;DOMINGO PÁRRAGA
00018100;PASEO;DE;ALBERTO PALACIOS;00007200;PLAZA;DE;ÁGATA;296400;PASEO;DE LOS;FERROVIARIOS
31000678;CALLE;DE;ALBERTO SÁNCHEZ;31001649;CALLE;DE;PEDRO GARCÍA ORTIZ;598090;CALLE;DE LA;PIROTECNIA
00018200;CALLE;DE;ALBINO HERNÁNDEZ LÁZARO;00787350;CALLE;DE;VILLALONSO;451975;PLAZA;DE LA;MADRE ISABEL LARRAÑAGA
00018300;CALLE;DE;ALBOREA;00033600;CALLE;DE;ALMORADÍ;99000001;LUGAR;;FONDO DE SACO
00018500;CALLE;DE;ALBOX;00138500;CALLE;DE;CARABANCHEL BAJO;33600;CALLE;DE;ALMORADÍ
00018600;AVENIDA;DE LA;ALBUFERA;00570400;AVENIDA;DE LA;PAZ;905256;VIA;;FERROCARRIL DE MADRID A BARCELONA
00018750;CALLE;DE;ALBUÑUELAS;00549560;AVENIDA;DE;ORCASUR;789100;CALLE;DE;EDUARDO BARREIROS
00018800;CALLE;DE;ALBURQUERQUE;00313100;CALLE;DE;FUENCARRAL;325900;CALLE;DE;GARCILASO
00018850;CALLE;DE;ALCÁCER TEJARES;00631850;AVENIDA;;REAL;314750;CAMINO;DE LA;FUENTE DE ARRIBA
00018900;CALLE;DE;ALCALÁ;00614900;PLAZA;DE LA;PUERTA DEL SOL;259300;PLAZA;DE;EISENHOWER
00019100;CALLE;DE;ALCALÁ DE GUADAIRA;00075500;CALLE;DEL;ARROYO DEL OLIVAR;560000;AVENIDA;DE LAS;PALOMERAS
00019000;CALLE;DE;ALCALÁ GALIANO;00516300;CALLE;DEL;MONTE ESQUINZA;153600;PASEO;DE LA;CASTELLANA
00019110;CALLE;DEL;ALCALDE ALFONSO VÁZQUEZ;00617500;CALLE;DEL;PUERTO DEL MONASTERIO;75500;CALLE;DEL;ARROYO DEL OLIVAR
31000121;CALLE;DEL;ALCALDE ÁLVAREZ DE VILLAAMIL;31000089;CALLE;DEL;PRÍNCIPE CARLOS;31000091;CALLE;DE;ISABEL CLARA EUGENIA
31001811;CALLE;DEL;ALCALDE ANDRÉS MADRID DÁVILA;31001357;AUTOPISTA;;R-3;31001766;CALLE;DE LA;CASA DE TILLY
31000120;CALLE;DEL;ALCALDE ARISTIZÁBAL MANCHÓN;31000089;CALLE;DEL;PRÍNCIPE CARLOS;31000091;CALLE;DE;ISABEL CLARA EUGENIA
00019115;PLAZA;DEL;ALCALDE BRELL;00433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS;2400;AVENIDA;DE;ABRANTES
31000067;AVENIDA;DEL;ALCALDE CONDE DE MAYALDE;00000963;CALLE;DE;MANUEL AZAÑA;1894;AUTOVIA;;M-40
31000119;CALLE;DEL;ALCALDE CONDE DE MIRASOL;31000089;CALLE;DEL;PRÍNCIPE CARLOS;31000091;CALLE;DE;ISABEL CLARA EUGENIA
00019135;CALLE;DEL;ALCALDE GARRIDO JUARISTI;00241950;AVENIDA;DEL;DOCTOR GARCÍA TAPIA;75300;CALLE;DEL;ARROYO DE LA MEDIA LEGUA
31000123;CALLE;DEL;ALCALDE HENCHE DE LA PLATA;31000069;AVENIDA;DE;FRANCISCO PI Y MARGALL;31000122;CALLE;DEL;ALCALDE REDONDO ACEÑA
00750950;CALLE;DEL;ALCALDE JUAN DE MATA SEVILLANO;00113750;CALLE;DE;BOYER;509625;CALLE;DE;MIR
00019200;CALLE;DEL;ALCALDE LÓPEZ CASERO;00018900;CALLE;DE;ALCALÁ;793800;CALLE;DE LA;VIRGEN DE LLUC
00000950;CALLE;DEL;ALCALDE LUIS MARICHALAR;00000949;CALLE;DE;MANUEL MACHADO;213300;CALLE;DEL;CORREGIDOR DIEGO DE VALDERRÁBANO
00019210;CALLE;DEL;ALCALDE LUIS SILVELA;00018900;CALLE;DE;ALCALÁ;99000001;LUGAR;;FONDO DE SACO
00019250;CALLE;DEL;ALCALDE MARTÍN DE ALZAGA;00059475;CALLE;DE;ANTONIO MACHADO;67400;CALLE;DE;ARCINIEGA
31000118;PLAZA;DEL;ALCALDE MORENO TORRES;31000067;AVENIDA;DEL;ALCALDE CONDE DE MAYALDE;31000069;AVENIDA;DE;FRANCISCO PI Y MARGALL
31000560;CALLE;DE;ALCALDE PEDRO ESCARBASSIERE;00598090;CALLE;DE LA;PIROTECNIA;92700;CALLE;DE LA;BARCA
31001812;CALLE;DEL;ALCALDE PEDRO GUTIÉRREZ;31001810;CALLE;DE;LUIS OCAÑA;31001766;CALLE;DE LA;CASA DE TILLY
31000122;CALLE;DEL;ALCALDE REDONDO ACEÑA;31000089;CALLE;DEL;PRÍNCIPE CARLOS;31000091;CALLE;DE;ISABEL CLARA EUGENIA
00019300;CALLE;DEL;ALCALDE SAINZ DE BARANDA;00502300;AVENIDA;DE;MENÉNDEZ PELAYO;464400;CALLE;DE;MANUEL LAGUNA
00019301;CALLE;DE LA;ALCANCÍA;00129251;RONDA;DEL;TREN;900207;CALLE;DEL;SEIS DE DICIEMBRE
00019400;CALLE;DE;ALCÁNTARA;00018900;CALLE;DE;ALCALÁ;310200;CALLE;DE;FRANCISCO SILVELA
00019500;CALLE;DE;ALCAÑICES;00731600;CALLE;DE;TABARA;43700;CALLE;DE;AMPOSTA
00019600;CALLE;DE;ALCAÑIZ;00000840;CALLE;DE;ARIADNA;31000045;CALLE;DE LA;PLAYA DE RIAZOR
00019700;CALLE;DEL;ALCARAVÁN;00777860;CALLE;;VÍA CARPETANA;112200;CALLE;DE;BORJA
00019800;CALLE;DE;ALCARAZ;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;99000001;LUGAR;;FONDO DE SACO
00019900;CALLE;DE LA;ALCARRIA;00043800;CALLE;DE;AMPUERO;169700;CALLE;DE;CIFUENTES
00020000;CALLE;DEL;ALCATRAZ;00024200;CALLE;DE;ALEJANDRO SÁNCHEZ;365100;CALLE;DEL;HORNERO
00020100;PLAZA;DE;ALCAUDETE;00001300;CALLE;DE;ABEGONDO;1000;CALLE;DE;ABÁRZUZA
00020200;CALLE;DEL;ALCAUDÓN;00143100;CALLE;DE;CARLOS DABÁN;802300;CALLE;DE LA;ZAIDA
00020250;CALLE;DE LA;ALCAZABA;00138815;CALLE;DE;CARABELOS;505350;CALLE;DE LA;MEZQUITA
00020300;CALLE;DE;ALCÁZAR DE SAN JUAN;00455700;CALLE;DE;MAGÍN CALVO;392200;PASEO;DE LOS;JESUITAS
00759800;CALLE;DE;ALCIÓN;00645800;CALLE;DE;ROGER DE LAURIA;802300;CALLE;DE LA;ZAIDA
00020400;PLAZA;DE;ALCIRA;00037100;CALLE;DE;ALTEA;67400;CALLE;DE;ARCINIEGA
00020500;CALLE;DE;ALCOBENDAS;00469200;CALLE;DEL;MAR DE ARAL;470150;CALLE;DEL;MAR MENOR
00020450;CAMINO;DE;ALCOBENDAS;00380400;CALLE;DE LA;ISLA DE CEILÁN;381500;CALLE;DE LA;ISLA DE JAVA
00905567;CARRETERA;DE;ALCOBENDAS;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL;176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO
00905567;CARRETERA;DE;ALCOBENDAS;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL;176100;CARRETERA;DE;COLMENAR VIEJO
00020700;CARRETERA;DE;ALCOBENDAS A BARAJAS;00439900;AVENIDA;DE;LOGROÑO;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00020800;CALLE;DE;ALCOCER;00045700;AVENIDA;DE;ANDALUCÍA;632200;AVENIDA;;REAL DE PINTO
00020900;CALLE;DE;ALCOLEA;00282600;CALLE;DE;EUGENIO;778000;CALLE;DE LA;VÍA LÍMITE
00021000;CALLE;DE;ALCONERA;00600500;CALLE;DE;POBLADURA DEL VALLE;354700;AVENIDA;DE;HELLÍN
00021200;CALLE;DE;ALCORES;00159700;CALLE;DE;CAZORLA;95100;CALLE;DE;LOS BARROS
00021250;CALLE;DE;ALCORISA;00000911;CALLE;DE;MONTALBOS;133455;CARRETERA;DE;CANILLAS
00000711;CALLE;DEL;ALCORNOQUE;00322551;CUESTA;DEL;GALBÁN;76200;ARROYO;DE;POZUELO
00021800;CALLE;DE;ALDAPA;00496100;CALLE;DE;MATILDE HERNÁNDEZ;257500;CALLE;DE;EDUARDO MORALES
00021900;CALLE;DE;ALDAYA;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;19800;CALLE;DE;ALCARAZ
00022000;CALLE;DE;ALDEA DEL FRESNO;00239300;CALLE;DEL;DIVINO VALLÉS;295000;CALLE;DE;FERNANDO POO
31001635;CALLE;DE;ALDEA REAL;00576000;CALLE;DE;PEGUERINOS;366500;CALLE;DE;HOYOS DEL ESPINO
00022250;CALLE;DE;ALDEANUEVA DE LA VERA;00329500;AVENIDA;DEL;GENERAL FANJUL;84000;AVENIDA;DE LA;AVIACIÓN
00022300;CALLE;DE;ALDEBARÁN;00546600;CALLE;DEL;OLIVO;552800;AVENIDA;DE LA;OSA MAYOR
00001428;CALLE;DE;ALDONZA LORENZO;00006700;CALLE;DE;AFUERAS A VALVERDE;1427;PLAZA;DE LOS;TRES OLIVOS
00022500;CALLE;DE LA;ALEGRÍA;00023700;CALLE;DE;ALEJANDRO MORÁN;83200;CALLE;DEL;AVEFRÍA
00022800;CALLE;DE;ALEGRÍA DE ORIA;00018900;CALLE;DE;ALCALÁ;2134;CALLE;DE;JUAN IGNACIO LUCA DE TENA
00022900;CALLE;DE;ALEIXANDRE;00078700;CALLE;DE;ARTURO SORIA;504400;CALLE;DE;MESENA
00023100;CALLE;DE;ALEJANDRINA MORÁN;00708800;CALLE;DE;SEPÚLVEDA;2385;CALLE;DEL;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN
00023150;CALLE;DE;ALEJANDRO CASONA;00386300;CALLE;DE LAS;ISLAS MASCAREÑAS;648750;CALLE;DE;ROSALÍA DE CASTRO
00023200;CALLE;DE;ALEJANDRO CHACÓN;00078400;CALLE;DE;ARTURO BALDASANO;161300;CALLE;DE;CELESTE
31001895;AVENIDA;DE;ALEJANDRO DE LA SOTA;00000840;CALLE;DE;ARIADNA;31001598;AVENIDA;DE;LAS FUERZAS ARMADAS
00023300;CALLE;DE;ALEJANDRO DUMAS;00597700;GLORIETA;DE LAS;PIRÁMIDES;602500;PASEO;DE LOS;PONTONES
00023400;CALLE;DE;ALEJANDRO FERRANT;00234700;PASEO;DE LAS;DELICIAS;96200;CALLE;DE LA;BATALLA DE BELCHITE
00023600;CALLE;DE;ALEJANDRO GONZÁLEZ;00018900;CALLE;DE;ALCALÁ;42600;PLAZA;DE;AMÉRICA ESPAÑOLA
31000645;CALLE;DE;ALEJANDRO HUMBOLT;31000503;AVENIDA;DE;LAS SUERTES;31000474;AVENIDA;DEL;ENSANCHE DE VALLECAS
00023700;CALLE;DE;ALEJANDRO MORÁN;00332700;CALLE;DEL;GENERAL RICARDOS;433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS
31000856;CALLE;DE;ALEJANDRO NAVARRO;31000852;CALLE;DE;PILAR;31000852;CALLE;DE;PILAR
00023900;CALLE;DE;ALEJANDRO RODRÍGUEZ;00241500;AVENIDA;DEL;DOCTOR FEDERICO RUBIO Y GALÍ;554550;AVENIDA;DE;PABLO IGLESIAS
00024000;CALLE;DE;ALEJANDRO SAINT AUBIN;00350200;CALLE;DE;GUILLERMO DE OSMA;230600;PASEO;DE LA;CHOPERA
00024200;CALLE;DE;ALEJANDRO SÁNCHEZ;00332700;CALLE;DEL;GENERAL RICARDOS;59100;CALLE;DE;ANTONIO DE LEYVA
00024300;TRAVESIA;DE;ALEJANDRO SÁNCHEZ;00024200;CALLE;DE;ALEJANDRO SÁNCHEZ;99000001;LUGAR;;FONDO DE SACO
00024400;CALLE;DE;ALEJANDRO VILLEGAS;00133455;CARRETERA;DE;CANILLAS;76400;CALLE;DEL;ARROYO DEL QUINTO
00024500;CALLE;DE;ALEMANIA;00660600;CALLE;DE;SAN AQUILINO;160500;CALLE;DE LOS;CEDROS
00024600;CALLE;DE;ALENZA;00642000;CALLE;DE;RÍOS ROSAS;627700;CALLE;DE;RAIMUNDO FERNÁNDEZ VILLAVERDE
00001029;CALLE;DEL;ALERCE;00678700;AVENIDA;DE;LOS ROSALES;789100;CALLE;DE;EDUARDO BARREIROS
00024700;CALLE;DE;ALESANCO;00689600;CALLE;DE;SÁNCHEZ PRECIADO;785200;CALLE;DE;VILLAAMIL
00002859;CALLE;;ALFA;00002858;AVENIDA;;CENTRAL;2861;CALLE;;ECHO
00024900;CALLE;DE;ALFACAR;00469100;CALLE;DEL;MAR DE LAS ANTILLAS;21900;CALLE;DE;ALDAYA
00025100;CALLE;DE LA;ALFALFA;00137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY;73800;CALLE;DEL;ARROYO
00025200;CALLE;DE;ALFAMBRA;00496800;CALLE;DE;MAURICIO LEGENDRE;757200;CALLE;DEL;TULIPÁN
00025400;CALLE;DEL;ALFAR;00712000;CALLE;DEL;SEXTANTE;552800;AVENIDA;DE LA;OSA MAYOR
00177101;CALLE;DE LA;ALFARERÍA;00390163;CALLE;DEL;JARRO;432901;CALLE;DEL;LEBRILLO
00025600;CALLE;DE LOS;ALFAREROS;00600500;CALLE;DE;POBLADURA DEL VALLE;563400;CALLE;DEL;PARAMENTO
00025650;CALLE;DE;ALFARNATE;00314100;CALLE;DE;FUENGIROLA;33350;CALLE;DE;ALMOGÍA
00025700;CALLE;DE;ALFARO;00652300;CALLE;DEL;SABANERO;543600;CALLE;DE LA;OCA
00026000;CALLE;DEL;ALFÉREZ JUAN USERA;00341600;CALLE;DEL;GORRIÓN;230000;CALLE;DE;CHINDASVINTO
00026300;CALLE;DE;ALFONSO CEA;00285200;PASEO;DE;EXTREMADURA;603600;AVENIDA;DE;PORTUGAL
00026400;CALLE;DE;ALFONSO FERNÁNDEZ;00027800;CALLE;DE;ALFREDO ALEIX;31000171;CALLE;DE LA;LONJA DE LA SEDA
00026500;CALLE;DE;ALFONSO FERNÁNDEZ CLAUSELLS;00492400;AVENIDA;DE LOS;MÁRTIRES MARISTAS;382500;CALLE;DE LA;ISLA DE OZA
00026600;CALLE;DE;ALFONSO GÓMEZ;00018900;CALLE;DE;ALCALÁ;263900;CALLE;DE;EMILIO MUÑOZ
00026700;CALLE;DE;ALFONSO MARTÍNEZ CONDE;00433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS;2400;AVENIDA;DE;ABRANTES
00002011;CALLE;DE;ALFONSO PASO;00018900;CALLE;DE;ALCALÁ;771100;TRAVESIA;DE;VÁZQUEZ DE MELLA
00026960;AVENIDA;DE;ALFONSO PEÑA BOEUF;00373950;AVENIDA;DEL;INGENIERO CONDE DE TORROJA;64400;AVENIDA;DE;ARAGÓN
00026990;CALLE;DE;ALFONSO RODRÍGUEZ CASTELAO;00320350;CALLE;DE;GABRIELA MISTRAL;244200;CALLE;DEL;DOCTOR REINOSA
00027010;CALLE;DE;ALFONSO RODRÍGUEZ SANTAMARÍA;00347400;CALLE;DEL;GUADIANA;706600;CALLE;DEL;SEGRE
00027200;CALLE;DE;ALFONSO VI;00659300;COSTANILLA;DE;SAN ANDRÉS;13500;PLAZA;DEL;ALAMILLO
00300900;CALLE;DE;ALFONSO VIII;00201400;AVENIDA;DEL;COMANDANTE FRANCO;123600;CALLE;DE LOS;CAÍDOS DE LA DIVISIÓN AZUL
00027300;CALLE;DE;ALFONSO X;00256500;PASEO;DE;EDUARDO DATO;624900;CALLE;DE;RAFAEL CALVO
00027400;CALLE;DE;ALFONSO XI;00018900;CALLE;DE;ALCALÁ;501800;CALLE;DE;MÉNDEZ NÚÑEZ
00027500;CALLE;DE;ALFONSO XII;00372700;PLAZA;DE LA;INDEPENDENCIA;373100;PASEO;DE LA;INFANTA ISABEL
00027700;AVENIDA;DE;ALFONSO XIII;00441300;CALLE;DE;LÓPEZ DE HOYOS;608350;PLAZA;DEL;PRESIDENTE CÁRDENAS
00027600;CALLE;DE;ALFONSO XIII;00580100;AVENIDA;DE LA;PEÑA PRIETA;294300;CALLE;DE;FERNANDO GIRÁLDEZ
31002034;CALLE;DE;ALFONSO ZAMORA VICENTE;00408200;CALLE;DE;JOSEFA FERNÁNDEZ BUTERGA;58400;CALLE;DE;ANTONIO GONZÁLEZ PORRAS
00027800;CALLE;DE;ALFREDO ALEIX;00329600;AVENIDA;DE;CARABANCHEL ALTO;427400;CALLE;DE;GÓMEZ DE ARTECHE
00027900;TRAVESIA;DE;ALFREDO ALEIX;00027800;CALLE;DE;ALFREDO ALEIX;305600;CALLE;DE;FRANCISCO LIZCANO
00000953;CALLE;DE;ALFREDO BRAÑAS;00213300;CALLE;DEL;CORREGIDOR DIEGO DE VALDERRÁBANO;952;CALLE;DE LA;PRIMAVERA DE PRAGA
00028000;CALLE;DE;ALFREDO CASTRO CAMBA;00665400;AVENIDA;DE;SAN DIEGO;489200;CALLE;DE;MARTELL
31004594;CALLE;DE;ALFREDO DI STÉFANO;31001745;CALLE;DE;FÉLIX CANDELA;31001594;CALLE;DE;JULIO CANO LASSO
00028025;PLAZA;DE;ALFREDO MAHOU;00411300;CALLE;DE;JUAN BRAVO;172600;CALLE;DE;CLAUDIO COELLO
00028050;CALLE;DE;ALFREDO MARQUERÍE;00700750;CALLE;DE;SANTIAGO DE COMPOSTELA;765850;CALLE;DE;VALENCIA DE DON JUAN
00028100;CALLE;DE;ALGABA;00075800;CALLE;DEL;ARROYO DE LAS PAVAS;802300;CALLE;DE LA;ZAIDA
00028360;CALLE;DEL;ALGARROBO;00608740;CALLE;DEL;PREVENTORIO;66555;CALLE;DE LAS;ARBUCIAS
00028400;CALLE;DE;ALGECIRAS;00706400;RONDA;DE;SEGOVIA;235700;CUESTA;DE LAS;DESCARGAS
00028500;CALLE;DE;ALGEMESÍ;00082700;CALLE;DEL;AUTOGIRO;131700;CALLE;DEL;CANAL DE SUEZ
00028600;TRAVESIA;DE;ALGEMESÍ;00028500;CALLE;DE;ALGEMESÍ;14300;CALLE;DE LAS;ALAS
00028650;CALLE;DE;ALGENIB;00509700;CALLE;DE;MIRA CETI;64200;CALLE;DE;ARACENA
00028700;CALLE;DE;ALGETE;00738900;CALLE;DEL;TENIENTE CORONEL NOREÑA;740000;CALLE;DE;TERESA LÓPEZ VALCÁRCEL
00028800;CALLE;DEL;ALGODÓN;00737900;CALLE;DE LOS;TEJEDORES;562200;CALLE;DE LA;PAÑERÍA
00028900;CALLE;DE LOS;ALGODONALES;00114600;CALLE;DE;BRAVO MURILLO;651300;CALLE;DE;RUIZ PALACIOS
00029000;CALLE;DE;ALGODRE;00028100;CALLE;DE;ALGABA;797600;CALLE;DE;VISTA BELLA
00029300;CALLE;DE;ALGORTA;00332700;CALLE;DEL;GENERAL RICARDOS;496100;CALLE;DE;MATILDE HERNÁNDEZ
00029500;CALLEJON;DEL;ALGUACIL;00018600;AVENIDA;DE LA;ALBUFERA;268500;CALLE;DE;ENRIQUE VELASCO
00001790;GLORIETA;DE;ALHABIA;00001789;CALLE;DE;BALCÁNICA;1787;CALLE;DE;BABILONIA
00001909;PLAZA;DE;ALHAMA DE ALMERÍA;00773300;CALLE;DE;VÉLEZ RUBIO;1911;CALLE;DE;TIJOLA
00029650;CALLE;DE LA;ALHAMBRA;00708800;CALLE;DE;SEPÚLVEDA;147050;GLORIETA;DE;LOS CÁRMENES
00001155;CALLE;DE;ALHAURÍN;00342900;CALLE;DEL;GRAN PODER;439900;AVENIDA;DE;LOGROÑO
00029800;AVENIDA;DE LOS;ALHELÍES;00027700;AVENIDA;DE;ALFONSO XIII;1928;CALLE;DEL;EUCALIPTO
00024450;CALLE;DE;ALHENA;00099700;CALLE;DE;BELLATRIX;99000001;LUGAR;;FONDO DE SACO
00029830;CALLE;DE LA;ALHÓNDIGA;00557800;CALLE;DE LOS;PAJARONES;1801;CALLE;DEL;DOBLÓN
00029850;CALLE;DE;ALIAGA;00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO;534000;CALLE;DE;NICOLASA GÓMEZ
00000998;CALLE;DE LA;ALIANZA;00000997;CALLE;DE LA;TERTULIA;789500;CARRETERA;DE;VILLAVERDE A VALLECAS
00029900;CALLE;DE;ALICANTE;00097600;PLAZA;DE LA;BEATA MARÍA ANA DE JESÚS;600100;CALLE;DEL;PLOMO
00030000;CALLE;DE;ALICIA BAENA;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;52100;CALLE;DE;ANGELITA CAMARERO
00001907;CALLE;DE;ALICÚN;00226200;CALLE;DE;CUEVAS DEL ALMANZORA;338800;CALLE;DEL;GOLFO DE SALÓNICA
00030200;CALLE;DEL;ALIGUSTRE;00238800;PASEO;DE LA;DIRECCIÓN;137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY
00030300;CALLE;DE;ALISEDA;00800300;CALLE;DE;WITERICO;18500;CALLE;DE;ALBOX
00030350;CALLE;DE LOS;ALISIOS;00369850;CALLE;DEL;HURACÁN;168850;CALLE;DEL;CICLÓN
00030400;CALLE;DE;ALJARAFE;00159700;CALLE;DE;CAZORLA;95100;CALLE;DE;LOS BARROS
00001719;CALLE;DE;ALLAMANDA;00282500;CALLE;DEL;PARQUE EUGENIA DE MONTIJO;1718;CALLE;DEL;ERICA
00030600;CALLE;DE;ALLARIZ;00329600;AVENIDA;DE;CARABANCHEL ALTO;26400;CALLE;DE;ALFONSO FERNÁNDEZ
00030700;CALLE;DE;ALLENDE;00285200;PASEO;DE;EXTREMADURA;255800;CALLE;DEL;GORDOLOBO
00030800;CALLE;DE;ALLENDESALAZAR;00604300;CALLE;DE;PEDRO SALINAS;78700;CALLE;DE;ARTURO SORIA
00031000;PLAZA;DE;ALLOZ;00053700;PLAZA;DE;ANOCÍBAR;45300;CALLE;DE;ANCIÚ
00031300;CALLE;DE;ALMADÉN;00312800;CALLE;DE;FÚCAR;606900;PASEO;DEL;PRADO
00031400;CALLE;DE;ALMAGRO;00035300;PLAZA;DE;ALONSO MARTÍNEZ;649700;GLORIETA;DE;RUBÉN DARÍO
00031500;CALLE;DEL;ALMANAQUE;00000777;AVENIDA;DEL;INVIERNO;774;CALLE;DEL;CALENDARIO
00031600;CALLE;DE;ALMANSA;00114600;CALLE;DE;BRAVO MURILLO;419700;PASEO;DE;JUAN XXIII
00905063;TRAVESIA;DE;ALMANSA;00031600;CALLE;DE;ALMANSA;419700;PASEO;DE;JUAN XXIII
00031700;CALLE;DEL;ALMANZORA;00094800;CAMINO;DEL;BARRIAL;552800;AVENIDA;DE LA;OSA MAYOR
00031750;CALLE;DE;ALMARZA;00504400;CALLE;DE;MESENA;63100;CALLE;DE;AÑASTRO
00031800;CALLE;DE;ALMAZÁN;00367300;CALLE;DE LA;HUERTA DE CASTAÑEDA;160100;CALLE;DE;CEBREROS
00031900;CALLE;DE LA;ALMAZARA;00427200;CALLE;DEL;LABORATORIO;355100;CALLE;DE LOS;HERBOLARIOS
00032000;CALLE;DE;ALMEDINA;00632100;CALLE;DEL;REAL MADRID;81500;CALLE;DEL;ATLÉTICO DE MADRID
00001142;CAMINO;DE LA;ALMENARA;00176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00001142;CAMINO;DE LA;ALMENARA;00176100;CARRETERA;DE;COLMENAR VIEJO;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00032200;CALLE;DE LAS;ALMENAS;00128700;CALLE;DE LA;CAMPAÑA;272100;CALLE;DEL;ESCUADRÓN
00032300;CALLE;DE;ALMENDRALEJO;00777860;CALLE;;VÍA CARPETANA;802300;CALLE;DE LA;ZAIDA
00032500;CALLE;DE LOS;ALMENDRALES;00043500;CALLE;DE;AMPARO USERA;177300;COLONIA;DE LOS;ALMENDRALES
31000044;GLORIETA;DE LA;ALMENDRERA;31000045;CALLE;DE LA;PLAYA DE RIAZOR;31000046;PASEO;DE LAS;BARQUILLAS
00032600;CALLE;DEL;ALMENDRO;00158700;CALLE;DE LA;CAVA BAJA;682400;COSTANILLA;DE;SAN PEDRO
00032800;TRAVESIA;DEL;ALMENDRO;00542500;CALLE;DEL;NUNCIO;32600;CALLE;DEL;ALMENDRO
00032900;CALLE;DE;ALMERÍA;00018900;CALLE;DE;ALCALÁ;42600;PLAZA;DE;AMÉRICA ESPAÑOLA
00000872;CALLE;DEL;ALMEZ;00000871;CALLE;DEL;JACARANDA;870;CALLE;DEL;TEJO
00033000;CALLE;DEL;ALMIRANTE;00094000;CALLE;DEL;BARQUILLO;633005;PASEO;DE;RECOLETOS
00033025;CALLE;DEL;ALMIRANTE FRANCISCO MORENO;00523450;AVENIDA;DE LAS;MORERAS;554550;AVENIDA;DE;PABLO IGLESIAS
00033100;CALLE;DEL;ALMIRANTE REQUESENS;00016300;CALLE;DE;ALBÉNIZ;267200;CALLE;DE;ENRIQUE GRANADOS
00033300;PLAZA;DE;ALMODÓVAR;00496100;CALLE;DE;MATILDE HERNÁNDEZ;802300;CALLE;DE LA;ZAIDA
00033350;CALLE;DE;ALMOGÍA;00314100;CALLE;DE;FUENGIROLA;506650;AVENIDA;DE;MIGUEL HERNÁNDEZ
00033500;CALLE;DE;ALMONACID;00441200;CALLE;DE;LÓPEZ GRASS;441200;CALLE;DE;LÓPEZ GRASS
00002256;CALLE;DE;ALMONTE;00002251;CALLE;DE;VALDERREBOLLO;2253;CALLE;DE;CASTEJÓN DE HENARES
00033600;CALLE;DE;ALMORADÍ;00600400;AVENIDA;DE LOS;POBLADOS;15500;CALLE;DE;ALBARES DE LA RIBERA
00033700;CALLE;DE;ALMOROX;00072300;CALLE;DE;ARMENTEROS;86500;CALLE;DE;AZUAGA
00033800;CALLE;DE LAS;ALMORTAS;00238800;PASEO;DE LA;DIRECCIÓN;137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY
